Strategy,Config,Prompt Length,Response Length,FR Count,NFR Count,Specificity Score,Testability Score,Measurability Score,Latency (seconds),Prompt Tokens ,Completion Tokens ,Total Tokens 
Zero-shot,precise,623,1223,10,4,5,2,2,2.14,158,275,433
Zero-shot,default,623,1193,10,4,4,2,3,2.25,158,283,441
Zero-shot,creative,623,1255,9,4,4,1,3,2.21,158,285,443
Few-shot,precise,1515,3154,16,7,4,1,2,4.49,344,721,1065
Few-shot,default,1515,2941,14,6,4,1,1,4.34,344,645,989
Few-shot,creative,1515,2300,12,5,4,1,2,3.78,344,528,872
Chain-of-Thought,precise,1682,1704,15,6,4,2,1,2.75,388,385,773
Chain-of-Thought,default,1682,1720,14,5,5,2,1,2.76,388,395,783
Chain-of-Thought,creative,1682,1828,15,6,4,2,2,2.81,388,416,804
Self-Consistency,precise,1297,2048,15,6,4,2,1,3.11,283,467,750
Self-Consistency,default,1297,2299,18,6,4,1,1,3.27,283,541,824
Self-Consistency,creative,1297,2384,18,6,5,3,1,3.48,283,544,827
System Prompt,precise,839,2200,12,5,5,1,2,8.69,197,516,713
System Prompt,default,839,2113,13,6,5,1,4,3.28,197,503,700
System Prompt,creative,839,3049,12,5,5,2,4,4.52,197,686,883
Role Prompt,precise,1094,2401,20,10,3,1,1,3.95,237,551,788
Role Prompt,default,1094,2479,20,10,4,1,1,3.76,237,541,778
Role Prompt,creative,1094,2982,20,10,4,1,1,4.71,237,657,894
Contextual,precise,800,2389,16,8,4,3,2,3.78,186,510,696
Contextual,default,800,3084,25,10,3,2,2,4.57,186,671,857
Contextual,creative,800,2503,20,10,4,2,1,3.81,186,565,751
Tree of Thoughts,precise,1778,1379,12,5,4,2,1,2.25,399,311,710
Tree of Thoughts,default,1778,1442,12,5,5,2,2,2.55,399,321,720
Tree of Thoughts,creative,1778,1513,14,5,5,2,2,2.56,399,343,742
ReAct,precise,1844,957,9,3,4,2,1,1.60,437,213,650
ReAct,default,1844,971,9,3,5,2,2,1.76,437,225,662
ReAct,creative,1844,1016,9,3,4,2,1,1.63,437,228,665
