Strategy,Config,Prompt Length,Response Length,FR Count,NFR Count,Specificity Score,Testability Score,Measurability Score,Latency (seconds),Prompt Tokens ,Completion Tokens ,Total Tokens 
Zero-shot,precise,599,1191,12,5,4,1,2,2.04,156,273,429
Zero-shot,default,599,1127,11,4,3,1,2,2.04,156,256,412
Zero-shot,creative,599,1521,11,5,5,1,2,2.45,156,334,490
Few-shot,precise,1491,2772,17,7,4,1,1,3.99,342,614,956
Few-shot,default,1491,2688,17,7,4,1,1,3.88,342,584,926
Few-shot,creative,1491,3392,14,6,3,1,1,4.58,342,748,1090
Chain-of-Thought,precise,1658,1549,15,5,4,1,1,2.56,386,370,756
Chain-of-Thought,default,1658,1807,16,6,3,1,1,2.76,386,399,785
Chain-of-Thought,creative,1658,1532,13,5,4,1,1,2.45,386,341,727
Self-Consistency,precise,1273,2444,20,6,4,1,1,3.88,281,568,849
Self-Consistency,default,1273,2892,23,9,3,1,2,4.64,281,695,976
Self-Consistency,creative,1273,1986,19,6,4,1,2,3.23,281,455,736
System Prompt,precise,815,1875,12,6,5,1,3,2.96,195,420,615
System Prompt,default,815,2423,10,4,5,1,3,3.38,195,508,703
System Prompt,creative,815,3296,12,5,5,1,3,4.64,195,640,835
Role Prompt,precise,1070,2499,20,10,3,1,1,3.63,235,539,774
Role Prompt,default,1070,2789,17,7,4,1,2,4.13,235,575,810
Role Prompt,creative,1070,2511,20,10,3,1,1,3.53,235,549,784
Contextual,precise,777,2352,18,9,4,2,3,3.57,186,535,721
Contextual,default,777,1771,13,7,4,1,2,2.96,186,386,572
Contextual,creative,777,1998,16,8,3,1,2,3.58,186,476,662
Tree of Thoughts,precise,1754,1115,12,5,4,1,1,1.83,397,255,652
Tree of Thoughts,default,1754,1450,14,5,2,1,1,2.04,397,317,714
Tree of Thoughts,creative,1754,1126,11,5,3,1,1,2.11,397,258,655
ReAct,precise,1820,1138,9,3,5,1,2,1.88,435,247,682
ReAct,default,1820,971,9,3,5,1,2,2.01,435,219,654
ReAct,creative,1820,1029,9,3,5,1,2,1.67,435,223,658
