Strategy,Config,Prompt Length,Response Length,FR Count,NFR Count,Specificity Score,Testability Score,Measurability Score,Latency (seconds),Prompt Tokens ,Completion Tokens ,Total Tokens 
Zero-shot,precise,600,2432,20,8,3,1,2,3.57,155,556,711
Zero-shot,default,600,2108,16,7,3,1,2,3.68,155,474,629
Zero-shot,creative,600,1687,14,6,3,1,2,2.70,155,399,554
Few-shot,precise,1492,4612,21,10,2,1,1,6.40,341,1041,1382
Few-shot,default,1492,4956,18,8,3,1,1,7.07,341,1134,1475
Few-shot,creative,1492,4323,19,9,2,1,2,6.20,341,987,1328
Chain-of-Thought,precise,1659,2206,22,10,2,1,1,3.49,385,503,888
Chain-of-Thought,default,1659,2276,20,8,3,2,2,3.36,385,532,917
Chain-of-Thought,creative,1659,2253,22,10,3,2,1,3.57,385,532,917
Self-Consistency,precise,1274,2200,18,6,3,2,2,3.41,280,510,790
Self-Consistency,default,1274,3839,38,18,2,1,1,5.28,280,921,1201
Self-Consistency,creative,1274,2003,20,6,2,2,2,3.30,280,484,764
System Prompt,precise,816,4318,11,5,5,1,5,5.78,194,949,1143
System Prompt,default,816,3838,14,6,5,2,3,5.52,194,867,1061
System Prompt,creative,816,3184,17,8,4,1,3,4.90,194,735,929
Role Prompt,precise,1071,3515,28,12,3,2,1,5.11,234,800,1034
Role Prompt,default,1071,2777,24,10,3,1,1,4.60,234,657,891
Role Prompt,creative,1071,3795,29,14,4,1,1,5.43,234,864,1098
Contextual,precise,774,2091,19,9,3,1,2,3.66,182,508,690
Contextual,default,774,2550,16,9,4,1,3,3.83,182,581,763
Contextual,creative,774,2337,20,10,4,2,2,3.93,182,563,745
Tree of Thoughts,precise,1755,1804,20,10,3,1,1,2.87,396,416,812
Tree of Thoughts,default,1755,1588,15,7,3,1,2,2.57,396,366,762
Tree of Thoughts,creative,1755,1809,20,10,3,1,2,3.14,396,440,836
ReAct,precise,1821,938,9,3,4,2,2,1.74,434,212,646
ReAct,default,1821,1134,9,3,5,3,2,1.83,434,255,689
ReAct,creative,1821,1741,18,6,4,3,1,2.47,434,398,832
