Strategy,Config,Prompt Length,Response Length,FR Count,NFR Count,Specificity Score,Testability Score,Measurability Score,Latency (seconds),Prompt Tokens ,Completion Tokens ,Total Tokens 
Zero-shot,precise,670,2404,13,5,5,1,3,3.62,163,510,673
Zero-shot,default,670,2269,13,4,5,1,2,3.33,163,467,630
Zero-shot,creative,670,2160,16,6,4,2,2,3.26,163,456,619
Few-shot,precise,1562,3944,20,10,4,2,2,4.98,349,819,1168
Few-shot,default,1562,5004,12,6,3,1,1,6.14,349,1071,1420
Few-shot,creative,1562,5029,20,10,4,2,1,5.83,349,1036,1385
Chain-of-Thought,precise,1729,2775,21,10,3,1,1,4.28,393,599,992
Chain-of-Thought,default,1729,3176,21,9,4,1,2,4.53,393,670,1063
Chain-of-Thought,creative,1729,2349,18,8,3,1,1,3.47,393,500,893
Self-Consistency,precise,1344,2459,20,6,4,2,2,3.66,288,538,826
Self-Consistency,default,1344,2953,21,6,3,1,1,4.01,288,652,940
Self-Consistency,creative,1344,3178,24,9,4,2,2,4.37,288,690,978
System Prompt,precise,886,2687,13,5,5,1,4,3.89,202,549,751
System Prompt,default,886,2866,13,5,5,1,3,3.70,202,580,782
System Prompt,creative,886,2799,12,5,5,2,4,4.07,202,569,771
Role Prompt,precise,1141,3414,25,10,3,2,1,4.49,242,730,972
Role Prompt,default,1141,3594,23,10,3,1,1,4.81,242,740,982
Role Prompt,creative,1141,3318,22,10,3,1,1,4.71,242,684,926
Contextual,precise,921,2432,14,7,5,2,4,3.56,201,514,715
Contextual,default,921,2815,15,7,5,1,5,4.29,201,601,802
Contextual,creative,921,3070,15,7,5,2,4,4.80,201,637,838
Tree of Thoughts,precise,1825,2149,17,8,3,1,1,3.40,404,491,895
Tree of Thoughts,default,1825,1613,16,6,4,2,1,2.52,404,355,759
Tree of Thoughts,creative,1825,2238,17,8,5,2,4,3.39,404,497,901
ReAct,precise,1891,1347,9,3,5,2,2,1.98,442,267,709
ReAct,default,1891,1320,9,3,5,2,3,2.11,442,260,702
ReAct,creative,1891,1293,9,3,5,2,2,2.02,442,265,707
