Strategy,Config,Prompt Length,Response Length,FR Count,NFR Count,Specificity Score,Testability Score,Measurability Score,Latency (seconds),Prompt Tokens ,Completion Tokens ,Total Tokens 
Zero-shot,precise,654,2091,13,5,3,2,2,3.11,162,441,603
Zero-shot,default,654,2287,18,8,2,1,1,3.38,162,495,657
Zero-shot,creative,654,1803,12,4,5,3,3,2.80,162,389,551
Few-shot,precise,1546,5246,20,10,2,1,1,6.86,348,1143,1491
Few-shot,default,1546,3265,21,10,4,1,1,4.51,348,722,1070
Few-shot,creative,1546,3633,18,9,3,2,1,4.79,348,788,1136
Chain-of-Thought,precise,1713,2083,19,7,3,1,1,3.15,392,450,842
Chain-of-Thought,default,1713,2446,20,8,3,1,1,3.42,392,527,919
Chain-of-Thought,creative,1713,2540,20,8,2,2,1,3.43,392,524,916
Self-Consistency,precise,1328,2342,18,6,3,2,1,3.57,287,495,782
Self-Consistency,default,1328,2238,18,6,3,2,1,2.97,287,458,745
Self-Consistency,creative,1328,2676,24,9,2,2,1,3.98,287,588,875
System Prompt,precise,870,2381,10,5,5,1,4,3.68,201,480,681
System Prompt,default,870,2785,11,5,4,1,3,4.38,201,565,766
System Prompt,creative,870,3128,15,7,4,1,2,4.42,201,663,864
Role Prompt,precise,1125,3322,23,10,3,1,1,4.69,241,692,933
Role Prompt,default,1125,3373,24,11,3,1,1,4.49,241,704,945
Role Prompt,creative,1125,3501,27,12,3,2,1,5.01,241,731,972
Contextual,precise,905,3212,20,10,3,2,2,4.53,200,628,828
Contextual,default,905,1880,10,5,5,2,5,2.92,200,362,562
Contextual,creative,905,2757,13,6,5,2,3,3.92,200,594,794
Tree of Thoughts,precise,1809,1440,13,5,3,2,1,2.20,403,306,709
Tree of Thoughts,default,1809,2228,21,4,2,2,1,3.27,403,489,892
Tree of Thoughts,creative,1809,1673,14,6,3,2,1,2.43,403,349,752
ReAct,precise,1875,1346,9,3,5,3,1,1.94,441,262,703
ReAct,default,1875,1187,9,3,3,3,1,1.95,441,234,675
ReAct,creative,1875,1308,9,3,4,3,1,1.93,441,252,693
