Strategy,Config,Prompt Length,Response Length,FR Count,NFR Count,Specificity Score,Testability Score,Measurability Score,Latency (seconds),Prompt Tokens ,Completion Tokens ,Total Tokens 
Zero-shot,precise,613,1841,14,6,3,1,2,2.87,155,423,578
Zero-shot,default,613,1275,12,5,3,2,2,2.34,155,303,458
Zero-shot,creative,613,1480,15,5,3,1,2,2.45,155,359,514
Few-shot,precise,1505,3072,16,8,3,1,2,4.19,341,703,1044
Few-shot,default,1505,3724,16,8,3,1,2,5.08,341,896,1237
Few-shot,creative,1505,4218,11,6,2,1,1,5.51,341,974,1315
Chain-of-Thought,precise,1672,1887,18,8,3,1,1,2.99,385,456,841
Chain-of-Thought,default,1672,2090,20,10,3,1,2,3.26,385,516,901
Chain-of-Thought,creative,1672,1554,15,6,3,1,2,2.70,385,385,770
Self-Consistency,precise,1287,2304,20,6,3,2,2,3.71,280,545,825
Self-Consistency,default,1287,2521,23,10,3,2,1,4.21,280,598,878
Self-Consistency,creative,1287,2654,23,9,3,2,2,4.03,280,643,923
System Prompt,precise,829,2366,14,7,5,2,4,3.38,194,510,704
System Prompt,default,829,1891,13,6,4,2,3,3.31,194,423,617
System Prompt,creative,829,2273,16,8,4,1,3,4.09,194,602,796
Role Prompt,precise,1084,2965,25,10,3,1,1,4.30,234,672,906
Role Prompt,default,1084,2595,24,12,3,1,1,3.87,234,594,828
Role Prompt,creative,1084,2561,20,10,2,1,1,3.56,234,552,786
Contextual,precise,782,2395,18,11,3,2,2,3.38,182,525,707
Contextual,default,782,1846,13,6,4,2,3,2.70,182,411,593
Contextual,creative,782,2229,14,8,4,2,2,3.43,182,498,680
Tree of Thoughts,precise,1768,1460,12,6,3,2,3,2.39,396,343,739
Tree of Thoughts,default,1768,1550,12,6,3,2,2,2.71,396,376,772
Tree of Thoughts,creative,1768,1142,11,5,3,1,2,2.02,396,278,674
ReAct,precise,1834,2009,18,6,5,3,2,2.78,434,432,866
ReAct,default,1834,2215,18,6,4,1,2,2.96,434,490,924
ReAct,creative,1834,1056,9,3,5,3,3,1.88,434,239,673
