Strategy,Config,Prompt Length,Response Length,FR Count,NFR Count,Specificity Score,Testability Score,Measurability Score,Latency (seconds),Prompt Tokens ,Completion Tokens ,Total Tokens 
Zero-shot,precise,648,1254,9,4,4,3,2,2.12,164,281,445
Zero-shot,default,648,1117,9,3,3,2,2,2.26,164,289,453
Zero-shot,creative,648,1627,9,4,3,2,1,2.53,164,371,535
Few-shot,precise,1540,3264,11,5,3,2,1,4.43,350,699,1049
Few-shot,default,1540,1881,10,4,3,2,1,2.89,350,423,773
Few-shot,creative,1540,4317,12,6,3,1,1,5.54,350,935,1285
Chain-of-Thought,precise,1707,1371,12,5,4,2,1,2.19,394,297,691
Chain-of-Thought,default,1707,1612,13,5,4,2,1,2.59,394,349,743
Chain-of-Thought,creative,1707,2028,13,5,3,2,1,3.03,394,429,823
Self-Consistency,precise,1322,2494,20,6,3,3,1,3.93,289,585,874
Self-Consistency,default,1322,2311,20,6,3,3,1,3.61,289,541,830
Self-Consistency,creative,1322,2223,18,6,3,3,1,3.49,289,511,800
System Prompt,precise,864,1923,8,4,5,2,4,3.02,203,449,652
System Prompt,default,864,2146,8,4,5,3,4,3.01,203,424,627
System Prompt,creative,864,1925,9,4,5,2,2,2.95,203,436,639
Role Prompt,precise,1119,2341,16,7,4,3,1,3.44,243,497,740
Role Prompt,default,1119,2497,15,7,3,2,1,4.07,243,502,745
Role Prompt,creative,1119,3060,18,8,2,1,1,4.38,243,657,900
Contextual,precise,833,2241,12,7,5,3,3,3.25,194,480,674
Contextual,default,833,2106,11,6,4,2,2,3.15,194,451,645
Contextual,creative,833,1966,9,5,5,3,4,3.17,194,435,629
Tree of Thoughts,precise,1803,1084,11,5,3,2,1,1.94,405,235,640
Tree of Thoughts,default,1803,1132,11,5,3,3,1,1.94,405,241,646
Tree of Thoughts,creative,1803,1026,8,4,3,2,1,1.94,405,225,630
ReAct,precise,1869,1282,9,3,4,3,1,2.15,443,271,714
ReAct,default,1869,1284,9,3,3,3,1,2.03,443,260,703
ReAct,creative,1869,1280,9,3,5,2,2,2.26,443,274,717
