Strategy,Config,Prompt Length,Response Length,FR Count,NFR Count,Specificity Score,Testability Score,Measurability Score,Latency (seconds),Prompt Tokens ,Completion Tokens ,Total Tokens 
Zero-shot,precise,589,2223,15,5,3,1,2,3.26,152,502,654
Zero-shot,default,589,2170,13,5,3,1,2,3.57,152,495,647
Zero-shot,creative,589,2318,16,6,3,1,2,3.52,152,522,674
Few-shot,precise,1481,4901,12,6,3,1,1,6.81,338,1077,1415
Few-shot,default,1481,4014,11,5,2,1,1,5.51,338,916,1254
Few-shot,creative,1481,5443,10,5,3,1,1,7.15,338,1177,1515
Chain-of-Thought,precise,1648,2881,24,10,3,1,1,4.29,382,656,1038
Chain-of-Thought,default,1648,2764,22,8,3,1,1,4.08,382,638,1020
Chain-of-Thought,creative,1648,2760,22,9,3,1,1,3.99,382,620,1002
Self-Consistency,precise,1263,2822,25,9,3,2,2,4.50,277,661,938
Self-Consistency,default,1263,2724,25,9,3,2,1,4.61,277,652,929
Self-Consistency,creative,1263,2156,20,8,2,2,2,4.07,277,500,777
System Prompt,precise,805,3033,12,5,5,1,4,4.40,191,631,822
System Prompt,default,805,3155,15,6,5,1,3,4.44,191,693,884
System Prompt,creative,805,3320,14,6,3,1,1,4.68,191,741,932
Role Prompt,precise,1060,3298,28,13,2,1,1,4.57,231,720,951
Role Prompt,default,1060,3793,27,11,3,1,1,5.21,231,811,1042
Role Prompt,creative,1060,3718,25,10,3,1,1,5.11,231,815,1046
Contextual,precise,767,2770,12,6,4,2,3,4.49,179,702,881
Contextual,default,767,2074,13,7,4,2,3,3.37,179,476,655
Contextual,creative,767,2718,15,8,4,1,1,3.99,179,579,758
Tree of Thoughts,precise,1744,1752,17,8,3,1,1,2.70,393,416,809
Tree of Thoughts,default,1744,2030,20,10,3,1,1,3.05,393,473,866
Tree of Thoughts,creative,1744,1734,16,6,3,1,2,2.67,393,404,797
ReAct,precise,1810,2151,18,6,4,2,1,3.00,431,464,895
ReAct,default,1810,2435,18,6,5,2,1,3.27,431,532,963
ReAct,creative,1810,1113,9,3,4,2,3,1.84,431,241,672
