Strategy,Config,Prompt Length,Response Length,FR Count,NFR Count,Specificity Score,Testability Score,Measurability Score,Latency (seconds),Prompt Tokens ,Completion Tokens ,Total Tokens 
Zero-shot,precise,582,2116,18,5,3,3,1,3.56,154,495,649
Zero-shot,default,582,2144,16,5,3,3,2,3.58,154,490,644
Zero-shot,creative,582,2110,15,5,3,3,2,3.37,154,485,639
Few-shot,precise,1474,2360,16,6,4,3,1,3.58,340,553,893
Few-shot,default,1474,2477,15,6,4,2,2,3.75,340,594,934
Few-shot,creative,1474,2566,18,6,4,3,1,3.91,340,618,958
Chain-of-Thought,precise,1641,2348,23,8,3,3,2,3.68,384,600,984
Chain-of-Thought,default,1641,1898,19,6,2,3,1,3.21,384,457,841
Chain-of-Thought,creative,1641,1478,14,5,4,2,1,2.41,384,358,742
Self-Consistency,precise,1256,1967,18,6,2,3,2,3.27,279,468,747
Self-Consistency,default,1256,2491,15,6,4,2,2,4.30,279,561,840
Self-Consistency,creative,1256,2709,20,6,3,3,1,4.00,279,607,886
System Prompt,precise,798,2617,10,4,4,2,3,3.86,193,586,779
System Prompt,default,798,2254,9,4,5,1,2,3.63,193,500,693
System Prompt,creative,798,2030,11,5,5,2,3,3.34,193,472,665
Role Prompt,precise,1053,3111,25,10,3,2,1,4.75,233,674,907
Role Prompt,default,1053,2930,21,9,3,2,1,4.64,233,634,867
Role Prompt,creative,1053,3519,24,10,2,2,1,5.45,233,787,1020
Contextual,precise,762,2584,19,9,5,2,1,4.17,182,571,753
Contextual,default,762,2093,17,7,4,3,2,3.25,182,476,658
Contextual,creative,762,2561,16,7,4,3,3,4.11,182,562,744
Tree of Thoughts,precise,1737,1490,15,6,3,2,1,2.54,395,355,750
Tree of Thoughts,default,1737,1718,17,7,3,2,1,2.67,395,405,800
Tree of Thoughts,creative,1737,1222,14,5,3,2,1,2.18,395,295,690
ReAct,precise,1803,1093,9,3,5,3,1,1.90,433,252,685
ReAct,default,1803,1036,9,3,3,2,1,1.88,433,262,695
ReAct,creative,1803,1073,9,3,5,3,1,1.80,433,259,692
