Strategy,Config,Prompt Length,Response Length,FR Count,NFR Count,Specificity Score,Testability Score,Measurability Score,Latency (seconds),Prompt Tokens ,Completion Tokens ,Total Tokens 
Zero-shot,precise,618,2006,19,8,3,2,3,3.11,157,452,609
Zero-shot,default,618,1304,12,5,4,2,3,2.24,157,299,456
Zero-shot,creative,618,1748,15,6,4,2,3,3.07,157,410,567
Few-shot,precise,1510,3129,16,8,4,1,2,4.49,343,690,1033
Few-shot,default,1510,2460,15,8,5,1,3,3.34,343,559,902
Few-shot,creative,1510,2912,16,8,4,1,2,4.03,343,636,979
Chain-of-Thought,precise,1677,2442,19,9,3,2,2,3.67,387,537,924
Chain-of-Thought,default,1677,1802,20,9,4,1,3,2.88,387,436,823
Chain-of-Thought,creative,1677,2572,19,9,4,2,2,3.67,387,566,953
Self-Consistency,precise,1292,2680,21,9,2,2,1,4.01,282,598,880
Self-Consistency,default,1292,2916,28,8,3,2,2,3.85,282,665,947
Self-Consistency,creative,1292,2520,21,9,3,1,2,3.66,282,564,846
System Prompt,precise,834,2501,10,5,5,2,2,3.49,196,518,714
System Prompt,default,834,4077,11,5,2,1,2,5.31,196,847,1043
System Prompt,creative,834,2733,12,6,5,1,4,4.36,196,586,782
Role Prompt,precise,1089,2592,22,10,3,1,2,3.62,236,541,777
Role Prompt,default,1089,3444,27,12,3,1,2,4.79,236,751,987
Role Prompt,creative,1089,2627,23,11,3,1,1,3.99,236,585,821
Contextual,precise,796,2190,14,8,4,1,2,3.56,184,499,683
Contextual,default,796,2257,11,6,4,1,3,3.58,184,484,668
Contextual,creative,796,2618,13,7,4,2,3,4.21,184,633,817
Tree of Thoughts,precise,1773,1488,15,7,2,1,1,2.46,398,336,734
Tree of Thoughts,default,1773,1381,15,7,4,1,2,2.39,398,332,730
Tree of Thoughts,creative,1773,937,10,5,4,2,1,1.80,398,226,624
ReAct,precise,1839,1359,9,3,4,2,2,2.22,436,276,712
ReAct,default,1839,1339,9,3,3,2,1,2.35,436,282,718
ReAct,creative,1839,2597,18,6,3,1,1,3.38,436,548,984
