Strategy,Config,Prompt Length,Response Length,FR Count,NFR Count,Specificity Score,Testability Score,Measurability Score,Latency (seconds),Prompt Tokens ,Completion Tokens ,Total Tokens 
Zero-shot,precise,621,1234,9,4,2,2,1,2.01,158,276,434
Zero-shot,default,621,1109,9,4,2,2,1,2.25,158,274,432
Zero-shot,creative,621,1050,8,3,2,2,1,1.89,158,238,396
Few-shot,precise,1513,2241,10,5,2,1,1,3.53,344,544,888
Few-shot,default,1513,2680,12,5,2,2,1,3.90,344,600,944
Few-shot,creative,1513,2978,12,5,2,1,1,4.47,344,732,1076
Chain-of-Thought,precise,1680,1325,12,5,3,3,1,2.54,388,314,702
Chain-of-Thought,default,1680,1372,12,4,2,3,1,2.35,388,305,693
Chain-of-Thought,creative,1680,1406,14,5,3,2,2,2.47,388,331,719
Self-Consistency,precise,1295,2147,18,6,4,3,1,3.46,283,503,786
Self-Consistency,default,1295,2055,18,6,3,3,1,3.27,283,497,780
Self-Consistency,creative,1295,2654,19,6,4,3,1,4.19,283,616,899
System Prompt,precise,837,1834,9,4,4,1,3,3.16,197,410,607
System Prompt,default,837,2172,9,4,3,2,3,3.26,197,492,689
System Prompt,creative,837,1963,7,3,4,2,2,3.28,197,430,627
Role Prompt,precise,1092,2955,20,10,2,3,1,4.12,237,629,866
Role Prompt,default,1092,2806,21,10,3,2,1,3.94,237,605,842
Role Prompt,creative,1092,2536,18,8,3,2,1,3.38,237,540,777
Contextual,precise,804,1959,11,6,5,3,3,3.16,187,445,632
Contextual,default,804,2154,10,5,4,2,3,3.08,187,465,652
Contextual,creative,804,1754,13,6,3,3,1,2.84,187,391,578
Tree of Thoughts,precise,1776,1320,14,6,2,3,1,2.24,399,301,700
Tree of Thoughts,default,1776,1642,16,6,2,2,1,2.55,399,404,803
Tree of Thoughts,creative,1776,1141,11,5,3,2,2,1.83,399,262,661
ReAct,precise,1842,987,9,3,3,2,2,1.73,437,216,653
ReAct,default,1842,922,9,3,4,3,2,1.73,437,202,639
ReAct,creative,1842,1646,9,3,4,3,2,2.45,437,357,794
