Strategy,Config,Prompt Length,Response Length,FR Count,NFR Count,Specificity Score,Testability Score,Measurability Score,Latency (seconds),Prompt Tokens ,Completion Tokens ,Total Tokens 
Zero-shot,precise,595,943,10,5,4,1,2,1.95,157,252,409
Zero-shot,default,595,1102,10,4,3,1,2,2.13,157,279,436
Zero-shot,creative,595,1058,10,5,5,1,2,2.08,157,280,437
Few-shot,precise,1487,2563,16,8,5,1,3,4.05,343,648,991
Few-shot,default,1487,3727,21,10,3,1,2,5.72,343,936,1279
Few-shot,creative,1487,2644,17,6,4,1,2,3.77,343,660,1003
Chain-of-Thought,precise,1654,1361,15,7,3,1,1,2.47,387,364,751
Chain-of-Thought,default,1654,1316,15,6,3,1,2,2.33,387,347,734
Chain-of-Thought,creative,1654,1307,16,5,3,2,2,2.55,387,363,750
Self-Consistency,precise,1269,1754,18,6,3,1,2,2.96,282,457,739
Self-Consistency,default,1269,2593,18,6,3,1,1,4.29,282,648,930
Self-Consistency,creative,1269,2523,27,8,4,1,2,4.14,282,673,955
System Prompt,precise,811,2375,13,6,3,1,2,3.93,196,535,731
System Prompt,default,811,1863,11,5,4,1,2,3.27,196,472,668
System Prompt,creative,811,2627,10,5,3,1,2,4.09,196,611,807
Role Prompt,precise,1066,2848,24,10,3,1,1,4.28,236,677,913
Role Prompt,default,1066,2267,22,10,3,1,1,3.54,236,551,787
Role Prompt,creative,1066,4131,28,13,4,1,2,6.17,236,954,1190
Contextual,precise,773,1314,10,5,5,2,4,2.97,187,316,503
Contextual,default,773,1590,12,6,4,1,2,2.71,187,372,559
Contextual,creative,773,1674,13,6,4,1,3,4.55,187,408,595
Tree of Thoughts,precise,1750,1170,13,6,3,1,1,7.37,398,297,695
Tree of Thoughts,default,1750,1284,14,7,4,1,2,2.24,398,329,727
Tree of Thoughts,creative,1750,2138,22,4,2,2,1,3.78,398,545,943
ReAct,precise,1816,954,9,3,3,2,2,2.16,436,249,685
ReAct,default,1816,729,9,3,5,1,1,1.82,436,205,641
ReAct,creative,1816,980,9,3,4,1,2,1.83,436,242,678
