Strategy,Config,Prompt Length,Response Length,FR Count,NFR Count,Specificity Score,Testability Score,Measurability Score,Latency (seconds),Prompt Tokens ,Completion Tokens ,Total Tokens 
Zero-shot,precise,582,1489,10,4,4,2,1,2.54,151,343,494
Zero-shot,default,582,1552,11,4,3,2,1,2.73,151,361,512
Zero-shot,creative,582,1675,14,5,3,1,2,3.01,151,433,584
Few-shot,precise,1474,3114,18,8,4,2,2,4.65,337,754,1091
Few-shot,default,1474,2579,19,8,4,1,1,4.63,337,659,996
Few-shot,creative,1474,4180,15,6,2,1,1,5.83,337,964,1301
Chain-of-Thought,precise,1641,2101,17,7,2,1,1,3.67,381,507,888
Chain-of-Thought,default,1641,2241,17,7,3,2,2,3.78,381,526,907
Chain-of-Thought,creative,1641,2178,15,5,3,2,1,3.48,381,511,892
Self-Consistency,precise,1256,1789,17,6,3,3,1,3.26,276,443,719
Self-Consistency,default,1256,2567,20,6,3,2,2,3.94,276,596,872
Self-Consistency,creative,1256,3218,26,8,3,2,1,5.37,276,781,1057
System Prompt,precise,798,1912,9,4,4,2,2,3.14,190,405,595
System Prompt,default,798,2347,12,4,3,1,1,3.68,190,527,717
System Prompt,creative,798,2277,10,5,5,1,3,3.68,190,513,703
Role Prompt,precise,1053,3043,25,10,2,1,1,4.82,230,747,977
Role Prompt,default,1053,2863,21,10,2,1,1,4.29,230,634,864
Role Prompt,creative,1053,3198,27,9,3,1,1,4.58,230,743,973
Contextual,precise,762,2271,17,7,4,2,2,3.77,179,532,711
Contextual,default,762,1822,14,6,3,2,2,2.96,179,420,599
Contextual,creative,762,1887,14,7,3,2,2,3.17,179,435,614
Tree of Thoughts,precise,1737,1433,15,6,2,1,1,3.07,392,358,750
Tree of Thoughts,default,1737,1923,18,8,3,1,1,3.16,392,477,869
Tree of Thoughts,creative,1737,1311,14,5,3,1,1,2.35,392,324,716
ReAct,precise,1803,1189,9,3,3,1,1,2.14,430,275,705
ReAct,default,1803,2009,18,6,3,2,1,2.99,430,472,902
ReAct,creative,1803,1262,9,3,3,3,1,2.33,430,275,705
