Strategy,Config,Prompt Length,Response Length,FR Count,NFR Count,Specificity Score,Testability Score,Measurability Score,Latency (seconds),Prompt Tokens ,Completion Tokens ,Total Tokens 
Zero-shot,precise,595,1210,10,4,4,1,4,2.05,151,280,431
Zero-shot,default,595,1765,10,5,4,1,2,2.79,151,385,536
Zero-shot,creative,595,1972,9,4,4,1,3,3.00,151,428,579
Few-shot,precise,1487,5070,18,10,2,1,1,6.36,337,1098,1435
Few-shot,default,1487,4145,15,7,3,1,1,5.34,337,873,1210
Few-shot,creative,1487,5007,13,7,2,1,1,6.12,337,1064,1401
Chain-of-Thought,precise,1654,2136,14,5,2,1,1,3.03,381,440,821
Chain-of-Thought,default,1654,2348,20,8,3,1,1,3.60,381,526,907
Chain-of-Thought,creative,1654,1990,14,5,2,2,1,4.00,381,418,799
Self-Consistency,precise,1269,2126,15,6,3,2,1,3.04,276,446,722
Self-Consistency,default,1269,1975,15,6,3,2,2,2.98,276,434,710
Self-Consistency,creative,1269,2577,25,9,3,1,1,4.09,276,594,870
System Prompt,precise,811,2419,11,5,5,1,3,3.58,190,507,697
System Prompt,default,811,2804,10,5,4,1,2,4.08,190,623,813
System Prompt,creative,811,3445,13,6,3,1,1,4.77,190,743,933
Role Prompt,precise,1066,2472,20,10,2,2,1,4.20,230,513,743
Role Prompt,default,1066,3282,22,10,3,1,1,4.47,230,684,914
Role Prompt,creative,1066,2428,20,10,3,1,1,3.23,230,495,725
Contextual,precise,794,1878,11,6,3,1,2,3.14,182,418,600
Contextual,default,794,2789,12,6,5,2,4,4.15,182,619,801
Contextual,creative,794,2301,14,7,3,1,2,3.52,182,535,717
Tree of Thoughts,precise,1750,1551,13,6,2,2,2,2.36,392,334,726
Tree of Thoughts,default,1750,1383,12,6,2,1,1,2.42,392,310,702
Tree of Thoughts,creative,1750,1272,10,5,3,1,2,1.99,392,281,673
ReAct,precise,1816,2359,18,6,4,3,1,2.85,430,478,908
ReAct,default,1816,1316,9,3,3,2,1,2.46,430,261,691
ReAct,creative,1816,1335,9,3,3,2,1,2.01,430,271,701
