Strategy,Config,Prompt Length,Response Length,FR Count,NFR Count,Specificity Score,Testability Score,Measurability Score,Latency (seconds),Prompt Tokens ,Completion Tokens ,Total Tokens 
Zero-shot,precise,619,1019,7,3,5,1,2,1.73,155,211,366
Zero-shot,default,619,905,7,3,5,2,3,1.73,155,190,345
Zero-shot,creative,619,1382,9,4,3,2,2,2.07,155,284,439
Few-shot,precise,1511,3487,10,4,3,2,1,4.50,341,724,1065
Few-shot,default,1511,1920,10,4,4,2,1,2.73,341,430,771
Few-shot,creative,1511,2188,12,5,4,2,1,2.93,341,472,813
Chain-of-Thought,precise,1678,1200,11,4,3,2,2,1.97,385,269,654
Chain-of-Thought,default,1678,1043,9,3,4,3,2,1.58,385,214,599
Chain-of-Thought,creative,1678,1325,12,5,3,2,2,1.99,385,280,665
Self-Consistency,precise,1293,2331,18,6,4,1,2,3.29,280,493,773
Self-Consistency,default,1293,2379,20,6,4,1,2,3.45,280,525,805
Self-Consistency,creative,1293,2155,17,6,4,1,2,3.16,280,475,755
System Prompt,precise,835,1647,10,5,5,3,3,2.55,194,341,535
System Prompt,default,835,1457,10,5,5,2,3,2.29,194,315,509
System Prompt,creative,835,2812,8,4,3,1,3,4.35,194,615,809
Role Prompt,precise,1090,2338,14,7,3,2,1,3.33,234,463,697
Role Prompt,default,1090,1690,12,6,4,1,1,2.80,234,337,571
Role Prompt,creative,1090,2017,13,6,3,2,1,3.17,234,407,641
Contextual,precise,795,1394,10,5,5,2,2,2.89,183,300,483
Contextual,default,795,1811,10,5,5,2,2,2.77,183,403,586
Contextual,creative,795,1641,10,5,4,2,3,2.72,183,366,549
Tree of Thoughts,precise,1774,1018,9,4,4,1,1,1.83,396,214,610
Tree of Thoughts,default,1774,1246,11,5,3,1,1,1.84,396,265,661
Tree of Thoughts,creative,1774,1135,10,4,3,1,2,1.84,396,240,636
ReAct,precise,1840,1101,9,3,4,2,1,1.84,434,232,666
ReAct,default,1840,1169,9,3,4,2,1,1.75,434,240,674
ReAct,creative,1840,1127,9,3,4,2,1,1.80,434,232,666
