Strategy,Config,Prompt Length,Response Length,FR Count,NFR Count,Specificity Score,Testability Score,Measurability Score,Latency (seconds),Prompt Tokens ,Completion Tokens ,Total Tokens 
Zero-shot,precise,590,2273,20,8,3,4,2,3.36,156,529,685
Zero-shot,default,590,2277,17,7,3,3,2,3.56,156,515,671
Zero-shot,creative,590,2235,15,6,4,4,2,3.32,156,488,644
Few-shot,precise,1482,3875,22,10,3,4,2,5.21,342,855,1197
Few-shot,default,1482,5561,23,12,3,4,1,7.94,342,1201,1543
Few-shot,creative,1482,2834,19,8,3,4,1,4.29,342,669,1011
Chain-of-Thought,precise,1649,2381,23,10,3,3,2,3.80,386,574,960
Chain-of-Thought,default,1649,2443,23,10,2,3,1,3.67,386,566,952
Chain-of-Thought,creative,1649,2981,26,10,3,4,1,4.29,386,679,1065
Self-Consistency,precise,1264,2103,20,6,2,4,2,3.25,281,509,790
Self-Consistency,default,1264,2508,20,6,4,5,2,3.69,281,569,850
Self-Consistency,creative,1264,3933,31,12,3,4,1,5.34,281,881,1162
System Prompt,precise,806,4217,23,10,3,3,2,5.66,195,946,1141
System Prompt,default,806,3678,20,10,4,4,2,4.94,195,853,1048
System Prompt,creative,806,3126,15,7,2,2,1,4.82,195,744,939
Role Prompt,precise,1061,3421,27,12,3,3,1,4.69,235,736,971
Role Prompt,default,1061,3128,23,10,3,3,1,4.76,235,671,906
Role Prompt,creative,1061,3818,29,14,3,3,1,5.30,235,808,1043
Contextual,precise,764,2528,20,10,4,3,2,3.66,183,570,753
Contextual,default,764,2358,19,11,5,3,3,3.48,183,534,717
Contextual,creative,764,2990,16,9,3,4,2,4.15,183,666,849
Tree of Thoughts,precise,1745,1865,18,7,3,4,1,2.93,397,444,841
Tree of Thoughts,default,1745,1903,19,8,3,4,1,2.97,397,450,847
Tree of Thoughts,creative,1745,2287,17,7,3,4,2,3.40,397,500,897
ReAct,precise,1811,1173,9,3,4,5,1,1.88,435,249,684
ReAct,default,1811,1293,9,3,4,5,1,2.06,435,274,709
ReAct,creative,1811,1081,9,3,4,5,1,1.84,435,233,668
