Strategy,Config,Prompt Length,Response Length,FR Count,NFR Count,Specificity Score,Testability Score,Measurability Score,Latency (seconds),Prompt Tokens ,Completion Tokens ,Total Tokens 
Zero-shot,precise,595,1791,15,5,5,1,1,2.55,152,378,530
Zero-shot,default,595,1862,14,5,5,1,2,2.76,152,391,543
Zero-shot,creative,595,1645,12,5,3,1,1,2.85,152,352,504
Few-shot,precise,1487,3409,16,8,3,1,1,4.60,338,784,1122
Few-shot,default,1487,2680,18,8,4,1,1,3.75,338,604,942
Few-shot,creative,1487,3641,16,8,3,1,1,4.86,338,794,1132
Chain-of-Thought,precise,1654,2025,17,7,5,1,1,8.48,382,433,815
Chain-of-Thought,default,1654,2181,14,6,4,1,2,3.24,382,452,834
Chain-of-Thought,creative,1654,2127,19,8,5,1,1,3.19,382,463,845
Self-Consistency,precise,1269,2016,18,6,4,2,1,3.15,277,450,727
Self-Consistency,default,1269,1696,18,6,2,1,1,3.07,277,399,676
Self-Consistency,creative,1269,3443,20,8,2,1,1,4.98,277,808,1085
System Prompt,precise,811,1815,9,4,5,1,1,2.98,191,401,592
System Prompt,default,811,2555,10,4,4,2,1,3.89,191,558,749
System Prompt,creative,811,1509,8,3,5,1,2,2.56,191,329,520
Role Prompt,precise,1066,3017,23,10,5,1,1,4.18,231,628,859
Role Prompt,default,1066,3521,25,10,4,1,1,4.60,231,709,940
Role Prompt,creative,1066,3324,24,9,3,1,1,4.55,231,703,934
Contextual,precise,769,2473,13,6,5,2,1,3.72,179,573,752
Contextual,default,769,2029,12,6,5,2,3,3.04,179,414,593
Contextual,creative,769,2612,13,6,4,2,2,3.66,179,541,720
Tree of Thoughts,precise,1750,2240,20,10,4,1,1,3.00,393,486,879
Tree of Thoughts,default,1750,1589,15,7,4,1,1,2.45,393,346,739
Tree of Thoughts,creative,1750,1240,12,5,4,1,1,2.04,393,279,672
ReAct,precise,1816,1101,9,3,4,1,1,1.94,431,237,668
ReAct,default,1816,1436,9,3,4,1,1,2.24,431,298,729
ReAct,creative,1816,1186,9,3,3,2,2,2.14,431,251,682
