Strategy,Config,Prompt Length,Response Length,FR Count,NFR Count,Specificity Score,Testability Score,Measurability Score,Latency (seconds),Prompt Tokens ,Completion Tokens ,Total Tokens 
Zero-shot,precise,637,2092,18,8,3,1,1,3.07,159,474,633
Zero-shot,default,637,2056,17,7,4,2,2,2.95,159,461,620
Zero-shot,creative,637,1664,13,5,4,2,3,2.64,159,374,533
Few-shot,precise,1529,3486,17,8,5,2,3,4.67,345,781,1126
Few-shot,default,1529,3976,20,10,3,2,2,5.09,345,847,1192
Few-shot,creative,1529,3869,19,9,4,1,2,5.25,345,851,1196
Chain-of-Thought,precise,1696,2309,20,8,4,2,2,3.38,389,521,910
Chain-of-Thought,default,1696,2208,19,8,4,2,1,3.37,389,513,902
Chain-of-Thought,creative,1696,2091,19,7,4,2,2,3.07,389,468,857
Self-Consistency,precise,1311,2559,20,6,4,3,2,3.68,284,566,850
Self-Consistency,default,1311,2298,23,9,3,2,2,3.47,284,528,812
Self-Consistency,creative,1311,2826,20,6,3,3,1,3.91,284,617,901
System Prompt,precise,853,2987,12,5,5,1,5,4.37,198,695,893
System Prompt,default,853,2381,17,8,5,1,3,3.56,198,527,725
System Prompt,creative,853,3034,17,8,5,1,3,4.44,198,664,862
Role Prompt,precise,1108,3098,25,10,3,2,1,4.22,238,673,911
Role Prompt,default,1108,3643,28,12,3,2,1,4.96,238,779,1017
Role Prompt,creative,1108,3494,25,11,3,1,1,4.80,238,740,978
Contextual,precise,836,2205,15,8,4,2,3,3.41,190,480,670
Contextual,default,836,2513,17,9,4,2,2,3.46,190,519,709
Contextual,creative,836,2575,14,6,4,2,3,4.07,190,575,765
Tree of Thoughts,precise,1792,1624,18,9,3,1,2,2.54,400,388,788
Tree of Thoughts,default,1792,1704,18,8,3,2,1,2.65,400,386,786
Tree of Thoughts,creative,1792,1620,16,8,3,2,2,2.65,400,367,767
ReAct,precise,1858,933,9,3,3,3,1,1.63,438,209,647
ReAct,default,1858,2011,18,6,4,2,1,2.66,438,422,860
ReAct,creative,1858,1985,18,6,5,3,1,2.56,438,416,854
