Strategy,Config,Prompt Length,Response Length,FR Count,NFR Count,Specificity Score,Testability Score,Measurability Score,Latency (seconds),Prompt Tokens ,Completion Tokens ,Total Tokens 
Zero-shot,precise,649,1581,10,4,4,1,3,2.85,159,344,503
Zero-shot,default,649,1965,9,4,4,1,3,3.04,159,412,571
Zero-shot,creative,649,2177,9,4,3,2,1,3.22,159,463,622
Few-shot,precise,1541,5335,15,7,2,1,1,6.96,345,1139,1484
Few-shot,default,1541,4002,16,8,2,1,1,5.30,345,830,1175
Few-shot,creative,1541,4909,16,8,2,1,1,6.29,345,997,1342
Chain-of-Thought,precise,1708,2277,15,6,3,1,2,3.17,389,447,836
Chain-of-Thought,default,1708,2282,16,6,3,2,2,3.07,389,452,841
Chain-of-Thought,creative,1708,2059,16,6,3,1,2,3.17,389,440,829
Self-Consistency,precise,1323,2328,18,6,3,1,1,3.46,284,508,792
Self-Consistency,default,1323,2531,23,9,3,2,1,3.59,284,541,825
Self-Consistency,creative,1323,2712,23,10,3,2,1,3.87,284,578,862
System Prompt,precise,865,2295,10,5,3,1,2,3.47,198,519,717
System Prompt,default,865,2149,10,5,4,1,2,3.47,198,483,681
System Prompt,creative,865,2513,11,5,4,1,3,3.97,198,565,763
Role Prompt,precise,1120,3481,20,10,3,1,1,4.52,238,699,937
Role Prompt,default,1120,3605,20,10,3,1,1,4.80,238,709,947
Role Prompt,creative,1120,3148,20,10,3,1,1,3.86,238,621,859
Contextual,precise,823,2190,13,7,4,2,3,3.31,186,482,668
Contextual,default,823,2472,15,7,5,2,3,3.71,186,510,696
Contextual,creative,823,2161,10,5,4,2,4,3.21,186,432,618
Tree of Thoughts,precise,1804,1575,15,6,3,1,1,2.75,400,354,754
Tree of Thoughts,default,1804,1876,15,7,3,1,1,3.07,400,419,819
Tree of Thoughts,creative,1804,1462,13,6,3,1,1,2.46,400,330,730
ReAct,precise,1870,1270,9,3,3,2,1,2.03,438,249,687
ReAct,default,1870,1329,9,3,3,1,1,2.13,438,257,695
ReAct,creative,1870,1469,9,3,4,3,2,2.27,438,282,720
