Strategy,Config,Prompt Length,Response Length,FR Count,NFR Count,Specificity Score,Testability Score,Measurability Score,Latency (seconds),Prompt Tokens ,Completion Tokens ,Total Tokens 
Zero-shot,precise,646,1781,11,4,4,2,2,2.96,164,412,576
Zero-shot,default,646,1651,11,4,4,2,2,2.74,164,391,555
Zero-shot,creative,646,1735,10,4,4,1,3,2.87,164,396,560
Few-shot,precise,1538,2826,16,7,4,1,1,4.09,350,648,998
Few-shot,default,1538,4815,17,8,3,1,1,6.45,350,1048,1398
Few-shot,creative,1538,3036,14,6,4,1,1,4.32,350,720,1070
Chain-of-Thought,precise,1705,1882,16,6,3,1,1,3.08,394,442,836
Chain-of-Thought,default,1705,1758,15,7,3,1,1,34.44,394,429,823
Chain-of-Thought,creative,1705,1547,14,5,3,1,1,2.84,394,370,764
Self-Consistency,precise,1320,2154,20,6,4,3,1,3.68,289,515,804
Self-Consistency,default,1320,3168,24,8,4,2,1,4.85,289,761,1050
Self-Consistency,creative,1320,3668,36,11,4,2,2,5.74,289,889,1178
System Prompt,precise,862,2280,10,4,4,1,3,4.06,203,550,753
System Prompt,default,862,1634,11,5,5,2,3,2.73,203,383,586
System Prompt,creative,862,1795,9,4,4,1,3,2.93,203,408,611
Role Prompt,precise,1117,2773,24,10,3,1,1,4.25,243,641,884
Role Prompt,default,1117,2426,19,9,3,1,1,3.83,243,549,792
Role Prompt,creative,1117,2501,18,8,3,2,1,4.31,243,542,785
Contextual,precise,826,1898,11,6,4,2,3,3.43,192,457,649
Contextual,default,826,2451,15,8,5,2,2,3.75,192,516,708
Contextual,creative,826,2347,11,6,5,2,4,4.19,192,551,743
Tree of Thoughts,precise,1801,1398,12,5,3,2,1,2.58,405,333,738
Tree of Thoughts,default,1801,1108,10,4,4,2,2,2.05,405,259,664
Tree of Thoughts,creative,1801,1451,12,5,3,2,2,2.61,405,341,746
ReAct,precise,1867,1057,9,3,5,2,1,1.83,443,232,675
ReAct,default,1867,977,9,3,3,2,1,1.84,443,232,675
ReAct,creative,1867,838,9,3,3,2,1,1.73,443,199,642
