Strategy,Config,Prompt Length,Response Length,FR Count,NFR Count,Specificity Score,Testability Score,Measurability Score,Latency (seconds),Prompt Tokens ,Completion Tokens ,Total Tokens 
Zero-shot,precise,560,1355,13,6,4,2,1,2.34,146,317,463
Zero-shot,default,560,1335,9,4,4,1,2,2.08,146,306,452
Zero-shot,creative,560,1456,11,5,5,1,3,2.40,146,334,480
Few-shot,precise,1452,3679,14,7,4,2,1,5.23,332,816,1148
Few-shot,default,1452,2602,17,9,3,1,1,3.88,332,618,950
Few-shot,creative,1452,1889,12,6,5,1,3,2.89,332,449,781
Chain-of-Thought,precise,1619,1497,14,7,4,2,2,2.52,376,343,719
Chain-of-Thought,default,1619,1592,15,7,3,2,2,2.56,376,368,744
Chain-of-Thought,creative,1619,1455,15,7,4,2,2,2.48,376,337,713
Self-Consistency,precise,1234,1480,15,6,4,2,3,2.62,271,352,623
Self-Consistency,default,1234,1911,17,8,5,2,2,2.89,271,469,740
Self-Consistency,creative,1234,1756,15,6,4,2,2,2.83,271,413,684
System Prompt,precise,776,3571,10,5,2,1,1,5.01,185,750,935
System Prompt,default,776,1987,10,5,5,2,3,3.16,185,450,635
System Prompt,creative,776,2486,10,5,4,1,2,4.33,185,615,800
Role Prompt,precise,1031,2790,20,10,4,1,1,4.15,225,601,826
Role Prompt,default,1031,2232,20,10,3,2,1,3.37,225,496,721
Role Prompt,creative,1031,2022,18,9,4,1,1,3.27,225,445,670
Contextual,precise,736,1731,14,8,4,2,2,2.75,173,386,559
Contextual,default,736,2213,19,10,5,2,2,3.30,173,486,659
Contextual,creative,736,1550,11,6,4,2,3,2.62,173,337,510
Tree of Thoughts,precise,1715,1311,14,6,3,2,1,2.35,387,315,702
Tree of Thoughts,default,1715,1143,12,6,3,2,2,1.95,387,273,660
Tree of Thoughts,creative,1715,1121,11,5,3,2,1,2.13,387,258,645
ReAct,precise,1781,993,9,3,3,2,2,1.73,425,221,646
ReAct,default,1781,1921,18,6,5,3,1,2.66,425,416,841
ReAct,creative,1781,1937,18,6,3,2,1,2.76,425,440,865
