Strategy,Config,Prompt Length,Response Length,FR Count,NFR Count,Specificity Score,Testability Score,Measurability Score,Latency (seconds),Prompt Tokens ,Completion Tokens ,Total Tokens 
Zero-shot,precise,618,1392,13,5,5,2,3,2.76,158,330,488
Zero-shot,default,618,1448,10,4,5,2,4,2.64,158,332,490
Zero-shot,creative,618,1143,12,4,3,2,3,2.46,158,280,438
Few-shot,precise,1510,3146,15,7,4,1,2,9.52,344,717,1061
Few-shot,default,1510,3453,16,7,4,1,2,4.92,344,746,1090
Few-shot,creative,1510,3392,17,7,3,1,1,4.58,344,747,1091
Chain-of-Thought,precise,1677,1459,14,5,3,1,2,2.35,388,343,731
Chain-of-Thought,default,1677,2010,17,6,3,1,1,3.06,388,461,849
Chain-of-Thought,creative,1677,2166,16,6,3,1,2,3.57,388,476,864
Self-Consistency,precise,1292,2400,23,9,3,2,2,3.70,283,555,838
Self-Consistency,default,1292,2613,23,9,3,1,2,4.06,283,598,881
Self-Consistency,creative,1292,2014,18,6,3,2,2,3.04,283,470,753
System Prompt,precise,834,2340,10,5,5,1,3,3.60,197,488,685
System Prompt,default,834,2149,10,5,5,1,4,3.37,197,468,665
System Prompt,creative,834,2017,10,5,5,2,3,3.68,197,468,665
Role Prompt,precise,1089,3016,21,10,3,1,1,4.32,237,633,870
Role Prompt,default,1089,2949,24,10,3,2,1,4.26,237,676,913
Role Prompt,creative,1089,2513,21,8,5,1,3,3.99,237,560,797
Contextual,precise,793,1827,12,6,3,2,2,3.16,185,391,576
Contextual,default,793,2363,14,6,5,3,4,3.58,185,505,690
Contextual,creative,793,2390,11,6,4,1,3,3.56,185,533,718
Tree of Thoughts,precise,1773,1386,13,6,4,1,2,2.37,399,326,725
Tree of Thoughts,default,1773,1528,16,8,3,1,2,2.63,399,359,758
Tree of Thoughts,creative,1773,1146,11,5,3,1,3,1.95,399,266,665
ReAct,precise,1839,1185,9,3,4,2,1,1.87,437,249,686
ReAct,default,1839,1088,9,3,4,2,2,1.79,437,229,666
ReAct,creative,1839,1259,9,3,5,2,2,2.04,437,284,721
