Strategy,Config,Prompt Length,Response Length,FR Count,NFR Count,Specificity Score,Testability Score,Measurability Score,Latency (seconds),Prompt Tokens ,Completion Tokens ,Total Tokens 
Zero-shot,precise,616,1568,12,4,3,2,1,2.54,157,358,515
Zero-shot,default,616,1426,13,5,4,1,2,2.37,157,368,525
Zero-shot,creative,616,1965,11,4,4,1,2,2.99,157,402,559
Few-shot,precise,1508,3890,17,8,3,1,1,5.70,343,857,1200
Few-shot,default,1508,3141,15,7,3,1,2,4.70,343,683,1026
Few-shot,creative,1508,2663,15,6,4,1,1,3.87,343,586,929
Chain-of-Thought,precise,1675,1645,16,6,3,1,1,2.97,387,416,803
Chain-of-Thought,default,1675,1737,16,6,3,2,1,2.99,387,396,783
Chain-of-Thought,creative,1675,1664,17,7,3,2,2,2.98,387,387,774
Self-Consistency,precise,1290,2719,21,8,4,2,2,4.15,282,632,914
Self-Consistency,default,1290,1886,17,6,4,1,1,3.17,282,442,724
Self-Consistency,creative,1290,2137,18,6,3,1,1,3.28,282,489,771
System Prompt,precise,832,2283,13,5,5,1,3,3.61,196,515,711
System Prompt,default,832,3214,11,5,3,1,2,4.56,196,709,905
System Prompt,creative,832,2796,11,4,5,2,3,4.33,196,602,798
Role Prompt,precise,1087,2807,22,10,3,1,1,3.84,236,602,838
Role Prompt,default,1087,2926,23,11,3,1,1,4.12,236,640,876
Role Prompt,creative,1087,3245,22,10,4,1,1,4.55,236,684,920
Contextual,precise,815,2133,16,8,3,1,1,3.66,188,490,678
Contextual,default,815,2270,15,8,4,2,3,3.46,188,500,688
Contextual,creative,815,1776,14,7,4,2,2,2.91,188,400,588
Tree of Thoughts,precise,1771,1603,16,7,3,2,1,2.59,398,364,762
Tree of Thoughts,default,1771,1222,13,5,3,1,1,2.20,398,277,675
Tree of Thoughts,creative,1771,1333,13,6,4,1,1,2.48,398,298,696
ReAct,precise,1837,1102,9,3,3,2,1,1.98,436,243,679
ReAct,default,1837,1138,9,3,3,2,2,2.16,436,249,685
ReAct,creative,1837,2887,18,6,3,2,1,3.64,436,622,1058
