Strategy,Config,Prompt Length,Response Length,FR Count,NFR Count,Specificity Score,Testability Score,Measurability Score,Latency (seconds),Prompt Tokens ,Completion Tokens ,Total Tokens 
Zero-shot,precise,607,1305,13,5,3,1,1,2.32,157,320,477
Zero-shot,default,607,1055,12,4,2,1,1,1.92,157,257,414
Zero-shot,creative,607,1504,10,4,3,1,1,2.50,157,331,488
Few-shot,precise,1499,2496,16,7,3,1,1,3.68,343,587,930
Few-shot,default,1499,2406,18,7,4,2,1,3.91,343,574,917
Few-shot,creative,1499,3354,18,8,3,1,1,4.50,343,759,1102
Chain-of-Thought,precise,1666,1435,16,6,2,1,1,2.72,387,364,751
Chain-of-Thought,default,1666,1583,16,6,2,1,1,2.55,387,377,764
Chain-of-Thought,creative,1666,1778,16,7,3,1,1,3.06,387,437,824
Self-Consistency,precise,1281,2366,20,8,3,2,1,3.88,282,554,836
Self-Consistency,default,1281,2140,18,6,3,2,1,3.19,282,510,792
Self-Consistency,creative,1281,2158,18,6,3,1,1,3.16,282,501,783
System Prompt,precise,823,3035,13,6,3,1,2,4.69,196,662,858
System Prompt,default,823,2980,16,6,4,2,1,4.19,196,660,856
System Prompt,creative,823,2966,12,6,5,1,4,4.27,196,701,897
Role Prompt,precise,1078,2404,20,10,2,1,1,3.59,236,548,784
Role Prompt,default,1078,2286,21,10,2,1,1,3.37,236,532,768
Role Prompt,creative,1078,2977,20,10,3,2,1,4.09,236,645,881
Contextual,precise,786,2050,15,8,3,2,1,3.50,186,476,662
Contextual,default,786,2072,11,6,4,2,3,3.44,186,485,671
Contextual,creative,786,2182,12,7,4,2,3,3.68,186,489,675
Tree of Thoughts,precise,1762,1179,14,6,3,1,1,2.12,398,299,697
Tree of Thoughts,default,1762,1455,15,5,3,1,1,2.37,398,363,761
Tree of Thoughts,creative,1762,1623,17,7,2,2,1,2.65,398,399,797
ReAct,precise,1828,1871,18,6,4,2,1,2.65,436,428,864
ReAct,default,1828,892,9,3,3,3,1,1.75,436,199,635
ReAct,creative,1828,850,9,3,4,2,1,1.72,436,199,635
