Strategy,Config,Prompt Length,Response Length,FR Count,NFR Count,Specificity Score,Testability Score,Measurability Score,Latency (seconds),Prompt Tokens ,Completion Tokens ,Total Tokens 
Zero-shot,precise,633,1743,11,4,3,2,2,2.99,164,389,553
Zero-shot,default,633,2224,12,4,3,2,1,3.54,164,492,656
Zero-shot,creative,633,2075,13,4,3,3,1,3.58,164,457,621
Few-shot,precise,1525,5184,26,9,3,2,1,6.98,350,1155,1505
Few-shot,default,1525,3903,18,8,3,2,1,5.72,350,910,1260
Few-shot,creative,1525,5452,26,8,3,2,1,7.68,350,1218,1568
Chain-of-Thought,precise,1692,3149,29,6,3,2,1,4.67,394,726,1120
Chain-of-Thought,default,1692,2729,26,8,3,2,1,4.58,394,650,1044
Chain-of-Thought,creative,1692,2110,21,8,3,1,1,3.20,394,499,893
Self-Consistency,precise,1307,2764,21,6,2,2,1,3.96,289,623,912
Self-Consistency,default,1307,2339,22,6,2,2,1,3.61,289,539,828
Self-Consistency,creative,1307,2031,20,6,2,2,1,3.31,289,484,773
System Prompt,precise,849,2921,13,5,5,2,3,4.33,203,618,821
System Prompt,default,849,3441,15,5,2,1,1,4.79,203,775,978
System Prompt,creative,849,2885,17,7,5,1,1,4.40,203,618,821
Role Prompt,precise,1104,3422,29,10,3,2,1,4.97,243,767,1010
Role Prompt,default,1104,2754,26,10,2,2,1,4.19,243,618,861
Role Prompt,creative,1104,4718,36,10,3,2,1,6.28,243,1019,1262
Contextual,precise,815,2544,17,7,5,2,2,3.77,192,546,738
Contextual,default,815,3195,20,10,4,2,2,4.39,192,691,883
Contextual,creative,815,2998,16,8,5,3,3,4.50,192,656,848
Tree of Thoughts,precise,1788,1851,17,6,3,3,1,3.13,405,426,831
Tree of Thoughts,default,1788,1492,17,7,3,2,1,2.80,405,359,764
Tree of Thoughts,creative,1788,1350,16,6,3,2,1,2.70,405,324,729
ReAct,precise,1854,1267,9,3,3,2,1,2.08,443,272,715
ReAct,default,1854,1382,9,3,3,2,1,2.45,443,279,722
ReAct,creative,1854,1135,9,3,3,2,1,1.94,443,238,681
