Strategy,Config,Prompt Length,Response Length,FR Count,NFR Count,Specificity Score,Testability Score,Measurability Score,Latency (seconds),Prompt Tokens ,Completion Tokens ,Total Tokens 
Zero-shot,precise,582,2066,16,6,4,1,2,3.44,150,478,628
Zero-shot,default,582,2089,18,8,4,1,2,3.45,150,482,632
Zero-shot,creative,582,1558,12,4,5,1,2,2.94,150,353,503
Few-shot,precise,1474,4256,18,9,3,1,1,6.32,336,1010,1346
Few-shot,default,1474,5789,27,9,3,1,2,7.32,336,1284,1620
Few-shot,creative,1474,4246,24,11,3,1,2,6.50,336,1004,1340
Chain-of-Thought,precise,1641,2381,20,7,4,1,1,3.68,380,558,938
Chain-of-Thought,default,1641,2096,18,7,3,1,1,3.19,380,481,861
Chain-of-Thought,creative,1641,2074,16,6,4,1,1,3.33,380,477,857
Self-Consistency,precise,1256,2417,22,8,3,1,1,3.78,275,558,833
Self-Consistency,default,1256,2677,23,9,3,2,2,4.21,275,621,896
Self-Consistency,creative,1256,4107,39,16,4,2,2,5.50,275,978,1253
System Prompt,precise,798,2636,12,5,4,1,3,4.60,189,659,848
System Prompt,default,798,2682,14,6,4,1,2,4.60,189,687,876
System Prompt,creative,798,3005,12,5,4,1,2,4.96,189,718,907
Role Prompt,precise,1053,3610,35,15,3,1,1,5.20,229,832,1061
Role Prompt,default,1053,2898,26,11,3,1,1,4.25,229,656,885
Role Prompt,creative,1053,3896,25,10,3,1,1,5.60,229,867,1096
Contextual,precise,754,1845,12,6,4,1,2,3.27,177,491,668
Contextual,default,754,3073,22,10,4,1,2,4.48,177,683,860
Contextual,creative,754,2775,16,8,5,1,3,4.22,177,609,786
Tree of Thoughts,precise,1737,1620,18,8,4,1,1,2.59,391,391,782
Tree of Thoughts,default,1737,2140,19,7,4,1,1,3.08,391,481,872
Tree of Thoughts,creative,1737,2514,20,8,3,1,1,3.93,391,559,950
ReAct,precise,1803,1081,9,3,4,1,2,1.93,429,244,673
ReAct,default,1803,1143,9,3,4,1,2,1.92,429,258,687
ReAct,creative,1803,1106,9,3,3,1,1,1.76,429,250,679
