Strategy,Config,Prompt Length,Response Length,FR Count,NFR Count,Specificity Score,Testability Score,Measurability Score,Latency (seconds),Prompt Tokens ,Completion Tokens ,Total Tokens 
Zero-shot,precise,625,1689,15,6,3,2,2,3.07,161,408,569
Zero-shot,default,625,1849,16,6,3,2,2,3.18,161,424,585
Zero-shot,creative,625,1867,14,5,2,2,2,3.05,161,416,577
Few-shot,precise,1517,3453,12,6,3,1,1,5.27,347,810,1157
Few-shot,default,1517,3016,17,8,5,2,2,4.26,347,671,1018
Few-shot,creative,1517,3276,15,6,3,1,1,4.99,347,797,1144
Chain-of-Thought,precise,1684,1742,17,7,4,2,1,2.84,391,385,776
Chain-of-Thought,default,1684,2219,17,6,3,2,2,3.29,391,522,913
Chain-of-Thought,creative,1684,2202,21,8,3,2,2,3.55,391,509,900
Self-Consistency,precise,1299,3013,20,9,2,2,2,4.50,286,658,944
Self-Consistency,default,1299,1984,15,6,3,2,2,3.06,286,446,732
Self-Consistency,creative,1299,2421,17,6,2,2,1,4.19,286,529,815
System Prompt,precise,841,2454,12,6,4,2,3,3.68,200,535,735
System Prompt,default,841,3213,14,6,4,2,3,4.69,200,690,890
System Prompt,creative,841,2741,14,6,4,2,3,4.51,200,601,801
Role Prompt,precise,1096,2521,25,10,3,2,1,3.99,240,574,814
Role Prompt,default,1096,3264,22,10,4,2,1,4.71,240,712,952
Role Prompt,creative,1096,3267,25,10,3,1,1,4.59,240,722,962
Contextual,precise,802,2128,12,7,4,2,3,3.37,189,458,647
Contextual,default,802,2060,10,5,5,2,4,3.67,189,446,635
Contextual,creative,802,2946,15,8,3,1,1,4.30,189,597,786
Tree of Thoughts,precise,1780,1680,15,6,3,2,2,2.75,402,378,780
Tree of Thoughts,default,1780,2020,17,7,3,2,1,3.68,402,460,862
Tree of Thoughts,creative,1780,2241,19,4,3,2,1,3.38,402,503,905
ReAct,precise,1846,1104,9,3,3,2,1,1.82,440,238,678
ReAct,default,1846,1358,9,3,2,2,1,2.23,440,293,733
ReAct,creative,1846,2157,18,6,2,3,1,2.78,440,428,868
