Strategy,Config,Prompt Length,Response Length,FR Count,NFR Count,Specificity Score,Testability Score,Measurability Score,Latency (seconds),Prompt Tokens ,Completion Tokens ,Total Tokens 
Zero-shot,precise,622,1424,12,6,4,1,2,2.55,160,345,505
Zero-shot,default,622,1645,14,6,4,1,3,2.75,160,402,562
Zero-shot,creative,622,1466,12,5,4,1,3,2.67,160,357,517
Few-shot,precise,1514,2773,14,7,4,1,2,4.30,346,620,966
Few-shot,default,1514,2968,12,6,2,3,2,4.49,346,674,1020
Few-shot,creative,1514,2529,12,6,5,1,2,3.59,346,548,894
Chain-of-Thought,precise,1681,1922,17,8,4,1,2,3.26,390,442,832
Chain-of-Thought,default,1681,2321,20,10,4,1,2,3.68,390,534,924
Chain-of-Thought,creative,1681,2146,20,10,4,1,2,3.57,390,505,895
Self-Consistency,precise,1296,2127,18,9,3,1,2,3.58,285,517,802
Self-Consistency,default,1296,1943,17,9,3,1,2,3.27,285,471,756
Self-Consistency,creative,1296,2011,15,6,3,2,3,3.58,285,494,779
System Prompt,precise,838,2466,10,5,5,1,4,3.98,199,520,719
System Prompt,default,838,2094,8,4,5,1,4,3.49,199,471,670
System Prompt,creative,838,2887,10,5,5,1,4,4.27,199,624,823
Role Prompt,precise,1093,2162,20,10,3,1,2,3.58,239,505,744
Role Prompt,default,1093,2815,24,12,4,2,2,4.10,239,649,888
Role Prompt,creative,1093,2328,20,10,3,1,2,3.76,239,544,783
Contextual,precise,797,2342,15,10,5,1,4,3.58,187,510,697
Contextual,default,797,2541,12,7,5,1,3,3.89,187,526,713
Contextual,creative,797,2530,14,9,4,2,2,3.81,187,533,720
Tree of Thoughts,precise,1777,1285,12,6,4,1,3,2.42,401,314,715
Tree of Thoughts,default,1777,1643,16,8,4,1,2,2.96,401,388,789
Tree of Thoughts,creative,1777,1682,17,8,3,1,2,3.26,401,404,805
ReAct,precise,1843,1305,9,3,4,1,2,2.34,439,277,716
ReAct,default,1843,2661,18,6,3,2,1,3.58,439,576,1015
ReAct,creative,1843,1294,9,3,5,1,3,2.24,439,280,719
