Strategy,Config,Prompt Length,Response Length,FR Count,NFR Count,Specificity Score,Testability Score,Measurability Score,Latency (seconds),Prompt Tokens ,Completion Tokens ,Total Tokens 
Zero-shot,precise,604,1722,14,6,4,1,3,2.56,161,393,554
Zero-shot,default,604,1649,14,5,3,2,2,2.36,161,382,543
Zero-shot,creative,604,1490,13,6,4,1,2,2.36,161,346,507
Few-shot,precise,1496,4990,20,10,3,1,1,6.55,347,1079,1426
Few-shot,default,1496,3926,22,10,3,2,1,5.24,347,891,1238
Few-shot,creative,1496,2756,14,6,3,2,2,3.69,347,615,962
Chain-of-Thought,precise,1663,2214,23,9,2,2,2,3.34,391,532,923
Chain-of-Thought,default,1663,2190,20,9,3,2,1,4.49,391,527,918
Chain-of-Thought,creative,1663,1541,16,7,3,2,2,2.67,391,375,766
Self-Consistency,precise,1278,2411,22,8,2,2,1,3.80,286,589,875
Self-Consistency,default,1278,2562,22,8,3,2,1,3.79,286,596,882
Self-Consistency,creative,1278,2921,25,11,2,2,1,4.02,286,669,955
System Prompt,precise,820,2554,18,8,5,2,3,3.63,200,581,781
System Prompt,default,820,2831,16,7,5,2,3,4.21,200,620,820
System Prompt,creative,820,2618,13,6,5,1,3,3.88,200,572,772
Role Prompt,precise,1075,3299,23,10,3,1,1,4.53,240,707,947
Role Prompt,default,1075,3595,28,10,3,1,2,9.81,240,801,1041
Role Prompt,creative,1075,2780,23,10,3,1,1,3.93,240,609,849
Contextual,precise,778,2625,14,7,4,3,3,3.89,188,579,767
Contextual,default,778,2603,18,10,3,2,2,3.92,188,571,759
Contextual,creative,778,2411,19,9,4,2,2,3.68,188,518,706
Tree of Thoughts,precise,1759,1635,18,9,3,2,2,2.57,402,380,782
Tree of Thoughts,default,1759,1411,17,7,3,2,1,2.32,402,333,735
Tree of Thoughts,creative,1759,1395,17,8,2,2,2,2.47,402,342,744
ReAct,precise,1825,996,9,3,4,2,1,1.83,440,209,649
ReAct,default,1825,1149,9,3,3,2,1,2.19,440,245,685
ReAct,creative,1825,965,9,3,3,3,1,1.69,440,206,646
