Strategy,Config,Prompt Length,Response Length,FR Count,NFR Count,Specificity Score,Testability Score,Measurability Score,Latency (seconds),Prompt Tokens ,Completion Tokens ,Total Tokens 
Zero-shot,precise,571,986,9,4,3,1,1,1.82,149,242,391
Zero-shot,default,571,1059,9,4,3,1,2,2.05,149,261,410
Zero-shot,creative,571,1029,10,4,3,2,2,1.89,149,247,396
Few-shot,precise,1463,2900,14,7,5,2,2,4.16,335,676,1011
Few-shot,default,1463,3859,11,5,4,1,3,5.27,335,903,1238
Few-shot,creative,1463,3870,12,5,2,1,1,5.24,335,848,1183
Chain-of-Thought,precise,1630,1204,12,5,3,1,1,2.13,379,293,672
Chain-of-Thought,default,1630,1282,13,6,4,1,2,2.25,379,308,687
Chain-of-Thought,creative,1630,1462,12,5,4,1,2,2.55,379,346,725
Self-Consistency,precise,1245,4313,30,14,3,1,2,5.83,274,1036,1310
Self-Consistency,default,1245,1886,18,9,3,2,2,2.96,274,454,728
Self-Consistency,creative,1245,2229,18,6,3,1,2,3.57,274,498,772
System Prompt,precise,787,2252,11,5,5,1,3,3.88,188,573,761
System Prompt,default,787,2298,13,6,3,1,1,3.88,188,598,786
System Prompt,creative,787,1951,11,5,4,1,3,3.37,188,475,663
Role Prompt,precise,1042,2173,20,10,3,1,1,3.47,228,500,728
Role Prompt,default,1042,2512,21,10,3,1,1,3.79,228,548,776
Role Prompt,creative,1042,2077,20,10,2,1,1,3.26,228,490,718
Contextual,precise,747,2234,17,10,4,1,2,3.68,176,520,696
Contextual,default,747,3054,20,10,5,1,5,4.59,176,736,912
Contextual,creative,747,2300,11,6,5,1,4,3.59,176,518,694
Tree of Thoughts,precise,1726,1310,12,6,4,2,2,2.24,390,314,704
Tree of Thoughts,default,1726,1076,14,5,3,2,2,1.94,390,265,655
Tree of Thoughts,creative,1726,1353,13,6,3,2,2,2.34,390,322,712
ReAct,precise,1792,965,9,3,3,3,1,1.66,428,209,637
ReAct,default,1792,1011,9,3,4,2,2,1.83,428,227,655
ReAct,creative,1792,886,9,3,4,3,2,1.57,428,198,626
