Strategy,Config,Prompt Length,Response Length,FR Count,NFR Count,Specificity Score,Testability Score,Measurability Score,Latency (seconds),Prompt Tokens ,Completion Tokens ,Total Tokens 
Zero-shot,precise,796,2304,18,6,3,2,1,3.66,197,520,717
Zero-shot,default,796,2103,15,5,3,2,1,3.02,197,467,664
Zero-shot,creative,796,1981,17,4,3,2,1,3.35,197,482,679
Few-shot,precise,1688,4707,20,6,3,2,1,6.32,383,1046,1429
Few-shot,default,1688,4764,29,9,2,1,1,6.43,383,1114,1497
Few-shot,creative,1688,6203,29,10,3,2,1,7.75,383,1382,1765
Chain-of-Thought,precise,1855,2312,20,7,3,2,1,3.45,427,537,964
Chain-of-Thought,default,1855,2192,18,6,3,2,1,3.31,427,499,926
Chain-of-Thought,creative,1855,2425,21,7,2,2,1,3.65,427,568,995
Self-Consistency,precise,1470,2955,23,6,3,2,1,4.55,322,704,1026
Self-Consistency,default,1470,2507,24,6,2,2,1,4.07,322,590,912
Self-Consistency,creative,1470,2833,24,6,3,2,1,4.16,322,633,955
System Prompt,precise,1012,2607,14,6,5,2,4,4.07,236,596,832
System Prompt,default,1012,2464,13,5,5,2,4,3.70,236,535,771
System Prompt,creative,1012,2186,12,4,5,3,4,3.40,236,486,722
Role Prompt,precise,1267,3509,25,10,3,1,1,5.15,276,796,1072
Role Prompt,default,1267,3735,23,10,4,2,1,5.42,276,841,1117
Role Prompt,creative,1267,3205,26,10,3,2,1,4.81,276,717,993
Contextual,precise,1047,2930,16,8,5,2,2,4.27,235,632,867
Contextual,default,1047,2353,13,7,5,1,3,3.80,235,522,757
Contextual,creative,1047,2373,16,9,3,1,1,3.87,235,531,766
Tree of Thoughts,precise,1951,1709,15,5,3,2,1,2.85,438,388,826
Tree of Thoughts,default,1951,4761,38,4,2,2,1,6.25,438,1119,1557
Tree of Thoughts,creative,1951,1950,17,6,3,1,2,3.04,438,455,893
ReAct,precise,2017,2535,18,6,3,2,1,3.54,476,548,1024
ReAct,default,2017,2309,17,4,4,2,1,3.31,476,499,975
ReAct,creative,2017,2011,15,3,4,3,1,2.96,476,420,896
