Strategy,Config,Prompt Length,Response Length,FR Count,NFR Count,Specificity Score,Testability Score,Measurability Score,Latency (seconds),Prompt Tokens ,Completion Tokens ,Total Tokens 
Zero-shot,precise,599,1111,9,4,5,1,2,7.17,154,251,405
Zero-shot,default,599,1088,9,4,4,1,2,1.85,154,252,406
Zero-shot,creative,599,1247,11,4,3,2,2,2.13,154,275,429
Few-shot,precise,1491,2684,13,5,4,1,1,3.58,340,577,917
Few-shot,default,1491,2249,13,5,4,1,1,3.27,340,496,836
Few-shot,creative,1491,2868,12,5,2,1,1,4.25,340,679,1019
Chain-of-Thought,precise,1658,1398,12,5,5,2,1,2.18,384,321,705
Chain-of-Thought,default,1658,1458,15,5,4,2,1,2.27,384,344,728
Chain-of-Thought,creative,1658,1151,11,4,4,1,1,1.92,384,264,648
Self-Consistency,precise,1273,2614,18,6,3,2,1,3.57,279,606,885
Self-Consistency,default,1273,2914,23,8,3,2,1,3.98,279,691,970
Self-Consistency,creative,1273,2594,19,6,4,1,1,3.78,279,600,879
System Prompt,precise,815,2298,10,4,4,1,3,3.58,193,545,738
System Prompt,default,815,2734,9,4,3,1,1,4.26,193,648,841
System Prompt,creative,815,2475,10,5,5,1,2,3.49,193,547,740
Role Prompt,precise,1070,1983,15,7,4,2,1,3.08,233,430,663
Role Prompt,default,1070,2131,18,8,3,1,1,3.37,233,454,687
Role Prompt,creative,1070,2695,18,8,5,2,1,3.99,233,551,784
Contextual,precise,782,1524,12,6,3,2,1,2.33,183,331,514
Contextual,default,782,1661,12,6,5,2,2,2.76,183,376,559
Contextual,creative,782,1594,11,6,4,2,2,2.55,183,347,530
Tree of Thoughts,precise,1754,1014,11,4,3,1,1,1.94,395,236,631
Tree of Thoughts,default,1754,1521,13,5,5,2,2,2.55,395,336,731
Tree of Thoughts,creative,1754,1287,11,5,5,2,3,2.14,395,297,692
ReAct,precise,1820,1236,9,3,4,2,2,2.04,433,268,701
ReAct,default,1820,1108,9,3,3,2,2,1.94,433,244,677
ReAct,creative,1820,1163,9,3,3,2,1,1.97,433,252,685
