Strategy,Config,Prompt Length,Response Length,FR Count,NFR Count,Specificity Score,Testability Score,Measurability Score,Latency (seconds),Prompt Tokens ,Completion Tokens ,Total Tokens 
Zero-shot,precise,631,1760,16,5,3,2,1,2.64,160,392,552
Zero-shot,default,631,1756,15,6,3,2,2,2.80,160,395,555
Zero-shot,creative,631,1624,12,5,3,2,1,2.88,160,352,512
Few-shot,precise,1523,2997,15,7,3,2,1,4.66,346,650,996
Few-shot,default,1523,2210,14,6,3,3,1,3.47,346,491,837
Few-shot,creative,1523,3525,16,6,4,3,1,4.70,346,760,1106
Chain-of-Thought,precise,1690,2077,21,8,2,2,1,3.09,390,463,853
Chain-of-Thought,default,1690,1885,15,6,3,2,1,2.76,390,412,802
Chain-of-Thought,creative,1690,2142,16,6,2,2,1,3.06,390,454,844
Self-Consistency,precise,1305,2174,18,6,3,2,1,3.28,285,486,771
Self-Consistency,default,1305,3185,20,7,4,3,1,4.35,285,671,956
Self-Consistency,creative,1305,2244,19,6,3,2,1,3.35,285,509,794
System Prompt,precise,847,2413,11,4,4,2,1,4.19,199,593,792
System Prompt,default,847,2537,10,4,3,1,2,3.99,199,600,799
System Prompt,creative,847,2241,13,5,3,2,1,3.17,199,487,686
Role Prompt,precise,1102,2602,22,10,2,2,1,3.64,239,549,788
Role Prompt,default,1102,3527,22,8,3,2,1,4.94,239,737,976
Role Prompt,creative,1102,3193,22,10,3,2,1,4.50,239,648,887
Contextual,precise,813,2345,14,7,5,2,2,3.78,188,523,711
Contextual,default,813,2429,13,7,5,3,3,3.73,188,509,697
Contextual,creative,813,2442,17,8,5,2,4,3.82,188,549,737
Tree of Thoughts,precise,1786,1458,15,6,3,2,1,2.45,401,321,722
Tree of Thoughts,default,1786,1455,12,5,3,2,1,2.25,401,311,712
Tree of Thoughts,creative,1786,1410,14,6,2,2,1,2.45,401,308,709
ReAct,precise,1852,1177,9,3,3,2,1,1.94,439,237,676
ReAct,default,1852,1160,9,3,3,3,1,1.94,439,239,678
ReAct,creative,1852,1470,9,3,2,3,1,2.25,439,316,755
