Strategy,Config,Prompt Length,Response Length,FR Count,NFR Count,Specificity Score,Testability Score,Measurability Score,Latency (seconds),Prompt Tokens ,Completion Tokens ,Total Tokens 
Zero-shot,precise,569,1200,10,5,3,1,3,2.45,146,266,412
Zero-shot,default,569,1234,10,5,4,1,3,2.15,146,273,419
Zero-shot,creative,569,1072,8,4,5,2,3,1.85,146,226,372
Few-shot,precise,1461,2180,13,6,3,1,2,3.16,332,483,815
Few-shot,default,1461,3003,17,8,4,1,2,4.48,332,678,1010
Few-shot,creative,1461,2173,12,5,3,1,2,3.16,332,476,808
Chain-of-Thought,precise,1628,1305,12,5,3,2,2,2.25,376,302,678
Chain-of-Thought,default,1628,1224,12,5,4,2,3,2.15,376,288,664
Chain-of-Thought,creative,1628,1232,11,5,5,2,3,2.24,376,282,658
Self-Consistency,precise,1243,2239,18,6,3,2,2,3.68,271,517,788
Self-Consistency,default,1243,3032,24,8,4,2,2,4.00,271,661,932
Self-Consistency,creative,1243,2163,16,6,4,2,2,3.35,271,488,759
System Prompt,precise,785,1968,8,4,4,3,3,3.38,185,484,669
System Prompt,default,785,2212,10,5,5,2,3,3.11,185,469,654
System Prompt,creative,785,2155,10,5,4,1,2,3.73,185,469,654
Role Prompt,precise,1040,2492,20,10,2,1,1,3.37,225,522,747
Role Prompt,default,1040,3086,22,10,2,1,1,4.27,225,652,877
Role Prompt,creative,1040,2622,20,10,1,1,1,4.11,225,595,820
Contextual,precise,738,2082,11,6,4,2,4,3.22,173,454,627
Contextual,default,738,2287,11,6,5,3,5,3.76,173,505,678
Contextual,creative,738,2520,14,8,5,2,5,19.31,173,591,764
Tree of Thoughts,precise,1724,1334,12,6,4,1,1,7.37,387,291,678
Tree of Thoughts,default,1724,1493,13,6,3,1,2,2.68,387,337,724
Tree of Thoughts,creative,1724,876,9,4,3,1,2,1.78,387,200,587
ReAct,precise,1790,944,9,3,4,1,1,1.65,425,207,632
ReAct,default,1790,1176,9,3,4,2,1,1.95,425,253,678
ReAct,creative,1790,1081,9,3,4,2,1,1.79,425,234,659
