Strategy,Config,Prompt Length,Response Length,FR Count,NFR Count,Specificity Score,Testability Score,Measurability Score,Latency (seconds),Prompt Tokens ,Completion Tokens ,Total Tokens 
Zero-shot,precise,659,1469,14,5,2,2,2,2.75,164,350,514
Zero-shot,default,659,1355,11,4,3,1,3,2.45,164,301,465
Zero-shot,creative,659,1520,15,4,2,1,2,2.55,164,344,508
Few-shot,precise,1551,3425,18,8,2,2,1,5.23,350,786,1136
Few-shot,default,1551,3813,17,8,2,2,1,5.15,350,866,1216
Few-shot,creative,1551,3122,16,6,3,2,2,4.75,350,722,1072
Chain-of-Thought,precise,1718,1821,16,6,3,2,1,2.84,394,401,795
Chain-of-Thought,default,1718,1781,17,6,3,2,1,2.86,394,397,791
Chain-of-Thought,creative,1718,1762,15,5,3,2,2,2.76,394,382,776
Self-Consistency,precise,1333,2095,19,6,2,2,1,3.27,289,468,757
Self-Consistency,default,1333,2459,22,9,3,3,1,3.88,289,536,825
Self-Consistency,creative,1333,2077,21,9,3,3,1,3.27,289,476,765
System Prompt,precise,875,2711,15,7,4,3,3,4.09,203,570,773
System Prompt,default,875,2975,11,5,4,2,2,4.29,203,625,828
System Prompt,creative,875,2425,13,5,4,2,2,3.78,203,517,720
Role Prompt,precise,1130,2728,25,10,2,2,1,4.19,243,602,845
Role Prompt,default,1130,3120,20,8,2,1,1,4.70,243,696,939
Role Prompt,creative,1130,3091,30,10,2,1,1,4.26,243,692,935
Contextual,precise,841,2449,20,10,4,3,1,3.70,192,538,730
Contextual,default,841,2891,21,9,4,2,2,4.61,192,630,822
Contextual,creative,841,2205,15,8,4,3,2,3.65,192,488,680
Tree of Thoughts,precise,1814,1277,14,5,3,3,2,2.68,405,299,704
Tree of Thoughts,default,1814,1516,14,6,2,2,1,2.45,405,328,733
Tree of Thoughts,creative,1814,1336,14,6,2,2,1,2.35,405,308,713
ReAct,precise,1880,1031,9,3,3,3,1,1.63,443,219,662
ReAct,default,1880,1069,9,3,2,3,1,1.94,443,234,677
ReAct,creative,1880,1001,9,3,3,3,1,1.81,443,228,671
