Strategy,Config,Prompt Length,Response Length,FR Count,NFR Count,Specificity Score,Testability Score,Measurability Score,Latency (seconds),Prompt Tokens ,Completion Tokens ,Total Tokens 
Zero-shot,precise,553,2146,16,6,3,1,2,3.37,145,498,643
Zero-shot,default,553,1678,14,5,3,1,2,2.75,145,400,545
Zero-shot,creative,553,2561,15,5,3,1,2,3.94,145,580,725
Few-shot,precise,1445,3559,23,10,4,1,2,5.28,331,809,1140
Few-shot,default,1445,3928,22,10,3,2,1,5.88,331,881,1212
Few-shot,creative,1445,2885,20,7,3,1,1,4.73,331,701,1032
Chain-of-Thought,precise,1612,2174,19,8,3,1,1,3.49,375,500,875
Chain-of-Thought,default,1612,1955,17,7,2,1,1,3.33,375,470,845
Chain-of-Thought,creative,1612,2056,22,8,3,1,1,3.21,375,491,866
Self-Consistency,precise,1227,3128,24,8,3,2,2,4.89,270,715,985
Self-Consistency,default,1227,2675,22,8,4,2,1,4.09,270,622,892
Self-Consistency,creative,1227,2620,21,6,3,2,1,4.29,270,624,894
System Prompt,precise,769,4235,20,10,4,1,3,6.80,184,1096,1280
System Prompt,default,769,3379,13,5,4,1,3,5.20,184,819,1003
System Prompt,creative,769,3276,17,7,5,1,3,5.17,184,748,932
Role Prompt,precise,1024,3933,35,15,3,1,1,5.62,224,907,1131
Role Prompt,default,1024,3205,31,12,3,1,1,4.70,224,742,966
Role Prompt,creative,1024,3555,27,10,3,2,1,5.02,224,772,996
Contextual,precise,731,2505,16,8,4,1,2,4.20,172,642,814
Contextual,default,731,2253,15,7,5,2,4,3.49,172,487,659
Contextual,creative,731,2355,20,8,4,2,2,3.97,172,562,734
Tree of Thoughts,precise,1708,1413,17,8,3,1,2,2.42,386,360,746
Tree of Thoughts,default,1708,1466,16,7,2,1,1,2.90,386,359,745
Tree of Thoughts,creative,1708,1390,16,7,3,2,1,2.58,386,333,719
ReAct,precise,1774,1100,9,3,4,2,1,1.91,424,242,666
ReAct,default,1774,961,9,3,4,2,1,1.73,424,218,642
ReAct,creative,1774,912,9,3,5,2,1,1.55,424,206,630
