Strategy,Config,Prompt Length,Response Length,FR Count,NFR Count,Specificity Score,Testability Score,Measurability Score,Latency (seconds),Prompt Tokens ,Completion Tokens ,Total Tokens 
Zero-shot,precise,609,2089,15,7,4,2,1,2.86,155,456,611
Zero-shot,default,609,1760,12,6,4,2,2,2.74,155,389,544
Zero-shot,creative,609,1892,15,7,4,2,2,3.09,155,443,598
Few-shot,precise,1501,5568,22,10,3,1,1,7.05,341,1162,1503
Few-shot,default,1501,5395,21,9,2,1,1,6.64,341,1159,1500
Few-shot,creative,1501,3939,22,10,4,2,1,4.87,341,848,1189
Chain-of-Thought,precise,1668,2397,22,9,3,1,1,3.26,385,512,897
Chain-of-Thought,default,1668,2134,20,8,3,1,1,3.01,385,469,854
Chain-of-Thought,creative,1668,2151,17,8,3,2,1,3.18,385,464,849
Self-Consistency,precise,1283,2648,21,9,3,2,1,3.83,280,610,890
Self-Consistency,default,1283,2185,20,9,3,3,1,3.20,280,494,774
Self-Consistency,creative,1283,3114,24,8,4,2,1,3.95,280,711,991
System Prompt,precise,825,2021,10,5,5,2,4,3.15,194,412,606
System Prompt,default,825,3635,10,5,3,2,3,4.79,194,727,921
System Prompt,creative,825,2198,10,5,3,1,3,3.81,194,562,756
Role Prompt,precise,1080,3333,28,12,3,2,1,4.64,234,709,943
Role Prompt,default,1080,3102,25,10,3,2,1,4.17,234,645,879
Role Prompt,creative,1080,2846,25,10,4,1,1,3.79,234,611,845
Contextual,precise,783,2708,20,10,3,2,1,3.90,182,577,759
Contextual,default,783,2617,20,10,4,2,2,3.69,182,576,758
Contextual,creative,783,2133,16,7,4,2,2,2.98,182,465,647
Tree of Thoughts,precise,1764,1676,14,7,3,1,2,2.65,396,367,763
Tree of Thoughts,default,1764,1740,15,7,2,2,1,2.55,396,384,780
Tree of Thoughts,creative,1764,1878,14,7,3,1,2,2.88,396,417,813
ReAct,precise,1830,1873,18,6,5,3,1,2.62,434,410,844
ReAct,default,1830,1027,9,3,3,2,1,1.86,434,227,661
ReAct,creative,1830,1164,9,3,4,2,1,1.91,434,247,681
