Strategy,Config,Prompt Length,Response Length,FR Count,NFR Count,Specificity Score,Testability Score,Measurability Score,Latency (seconds),Prompt Tokens ,Completion Tokens ,Total Tokens 
Zero-shot,precise,614,1234,10,4,3,1,1,2.45,158,286,444
Zero-shot,default,614,1164,9,3,3,1,1,2.14,158,261,419
Zero-shot,creative,614,1342,12,4,3,1,1,2.19,158,313,471
Few-shot,precise,1506,3629,11,5,3,1,1,4.92,344,800,1144
Few-shot,default,1506,2861,11,5,3,1,1,4.75,344,663,1007
Few-shot,creative,1506,3991,12,5,3,1,1,6.04,344,890,1234
Chain-of-Thought,precise,1673,1490,13,5,3,1,1,2.44,388,326,714
Chain-of-Thought,default,1673,1826,15,5,3,2,1,7.84,388,422,810
Chain-of-Thought,creative,1673,1827,14,6,4,1,2,3.30,388,410,798
Self-Consistency,precise,1288,2717,20,6,3,2,2,19.72,283,635,918
Self-Consistency,default,1288,2748,21,6,3,2,1,4.12,283,624,907
Self-Consistency,creative,1288,2718,24,9,2,1,1,4.66,283,614,897
System Prompt,precise,830,1861,12,5,3,1,2,3.28,197,438,635
System Prompt,default,830,2024,11,5,4,1,1,3.72,197,513,710
System Prompt,creative,830,3091,10,4,2,1,2,4.57,197,687,884
Role Prompt,precise,1085,2320,18,8,3,1,1,8.67,237,517,754
Role Prompt,default,1085,2836,18,8,3,1,1,4.56,237,616,853
Role Prompt,creative,1085,3202,16,6,2,1,1,5.39,237,671,908
Contextual,precise,790,1582,12,7,3,2,2,3.48,186,339,525
Contextual,default,790,1512,10,5,3,2,1,2.62,186,337,523
Contextual,creative,790,1823,12,6,4,2,2,3.06,186,396,582
Tree of Thoughts,precise,1769,1839,12,5,3,2,1,18.63,399,410,809
Tree of Thoughts,default,1769,1448,15,5,2,1,1,2.55,399,331,730
Tree of Thoughts,creative,1769,1558,12,5,4,1,2,2.55,399,331,730
ReAct,precise,1835,999,9,3,3,2,2,1.88,437,223,660
ReAct,default,1835,1047,9,3,3,2,1,2.21,437,230,667
ReAct,creative,1835,1146,9,3,3,2,2,2.19,437,265,702
