Strategy,Config,Prompt Length,Response Length,FR Count,NFR Count,Specificity Score,Testability Score,Measurability Score,Latency (seconds),Prompt Tokens ,Completion Tokens ,Total Tokens 
Zero-shot,precise,589,999,8,3,3,3,3,2.66,152,226,378
Zero-shot,default,589,849,8,3,4,3,1,1.73,152,198,350
Zero-shot,creative,589,1486,9,4,4,2,1,2.46,152,318,470
Few-shot,precise,1481,2415,11,5,3,1,1,3.60,338,552,890
Few-shot,default,1481,1780,9,4,3,1,1,2.52,338,399,737
Few-shot,creative,1481,1759,9,4,3,2,2,2.77,338,419,757
Chain-of-Thought,precise,1648,1782,15,7,3,1,1,2.66,382,388,770
Chain-of-Thought,default,1648,1629,14,6,3,2,1,2.66,382,374,756
Chain-of-Thought,creative,1648,1472,12,5,4,3,1,2.24,382,331,713
Self-Consistency,precise,1263,2011,18,6,3,1,1,3.19,277,495,772
Self-Consistency,default,1263,2502,19,8,3,2,1,3.65,277,576,853
Self-Consistency,creative,1263,2897,28,8,3,1,2,4.32,277,717,994
System Prompt,precise,805,3659,10,4,4,3,2,5.29,191,839,1030
System Prompt,default,805,3121,9,4,3,1,1,4.19,191,647,838
System Prompt,creative,805,2008,9,4,3,2,1,3.36,191,476,667
Role Prompt,precise,1060,2366,18,8,3,2,1,3.22,231,493,724
Role Prompt,default,1060,2109,14,6,3,2,1,3.33,231,437,668
Role Prompt,creative,1060,2457,18,8,3,2,1,3.56,231,519,750
Contextual,precise,765,2000,11,6,5,1,2,2.86,180,447,627
Contextual,default,765,2197,14,7,5,3,2,3.27,180,468,648
Contextual,creative,765,2213,17,9,3,2,1,3.58,180,494,674
Tree of Thoughts,precise,1744,1296,11,5,3,3,1,2.14,393,267,660
Tree of Thoughts,default,1744,1460,12,5,2,1,1,2.81,393,313,706
Tree of Thoughts,creative,1744,1362,11,5,4,3,1,2.42,393,298,691
ReAct,precise,1810,1189,9,3,3,2,1,2.43,431,250,681
ReAct,default,1810,1071,9,3,3,2,1,2.25,431,234,665
ReAct,creative,1810,1147,9,3,3,2,2,2.04,431,237,668
