Strategy,Config,Prompt Length,Response Length,FR Count,NFR Count,Specificity Score,Testability Score,Measurability Score,Latency (seconds),Prompt Tokens ,Completion Tokens ,Total Tokens 
Zero-shot,precise,595,1661,14,6,3,1,1,2.76,151,397,548
Zero-shot,default,595,1814,11,6,4,1,1,2.96,151,389,540
Zero-shot,creative,595,1865,15,6,3,1,2,3.15,151,457,608
Few-shot,precise,1487,5522,17,10,2,1,1,7.38,337,1189,1526
Few-shot,default,1487,3763,14,8,2,1,1,5.21,337,831,1168
Few-shot,creative,1487,3368,13,7,3,1,1,4.60,337,725,1062
Chain-of-Thought,precise,1654,2087,20,10,3,1,1,3.36,381,485,866
Chain-of-Thought,default,1654,2410,20,10,3,1,1,3.59,381,513,894
Chain-of-Thought,creative,1654,2254,18,8,3,1,1,3.87,381,519,900
Self-Consistency,precise,1269,2218,20,9,3,2,2,3.57,276,525,801
Self-Consistency,default,1269,2095,20,10,2,2,1,3.27,276,486,762
Self-Consistency,creative,1269,2423,23,12,2,2,2,4.03,276,578,854
System Prompt,precise,811,2361,11,5,3,1,1,3.90,190,523,713
System Prompt,default,811,2642,14,6,3,1,1,4.10,190,588,778
System Prompt,creative,811,2551,10,5,5,1,2,3.91,190,534,724
Role Prompt,precise,1066,3061,24,10,3,1,1,4.48,230,670,900
Role Prompt,default,1066,2830,24,10,3,1,1,4.01,230,615,845
Role Prompt,creative,1066,3112,20,10,3,1,1,4.48,230,654,884
Contextual,precise,764,2504,20,10,2,1,1,3.66,178,542,720
Contextual,default,764,2319,18,9,4,1,1,3.89,178,506,684
Contextual,creative,764,3096,16,8,3,1,2,4.53,178,669,847
Tree of Thoughts,precise,1750,1778,20,10,2,1,1,3.02,392,434,826
Tree of Thoughts,default,1750,1733,18,8,2,1,1,2.76,392,419,811
Tree of Thoughts,creative,1750,1589,13,6,3,1,2,2.78,392,381,773
ReAct,precise,1816,1059,9,3,3,1,1,1.67,430,239,669
ReAct,default,1816,1129,9,3,3,1,1,1.91,430,261,691
ReAct,creative,1816,910,9,3,4,2,2,1.89,430,213,643
