Strategy,Config,Prompt Length,Response Length,FR Count,NFR Count,Specificity Score,Testability Score,Measurability Score,Latency (seconds),Prompt Tokens ,Completion Tokens ,Total Tokens 
Zero-shot,precise,568,1177,11,5,3,1,2,2.03,147,275,422
Zero-shot,default,568,1221,10,4,2,2,1,2.24,147,279,426
Zero-shot,creative,568,2249,11,5,2,1,1,3.14,147,446,593
Few-shot,precise,1460,2427,15,7,4,1,2,3.46,333,545,878
Few-shot,default,1460,2502,14,7,3,1,2,3.61,333,552,885
Few-shot,creative,1460,2925,13,7,3,1,1,3.71,333,624,957
Chain-of-Thought,precise,1627,1642,15,7,2,1,1,2.52,377,376,753
Chain-of-Thought,default,1627,1924,16,7,3,1,1,3.07,377,450,827
Chain-of-Thought,creative,1627,1557,15,7,3,1,1,2.54,377,365,742
Self-Consistency,precise,1242,1750,15,6,3,2,2,2.83,272,411,683
Self-Consistency,default,1242,2595,22,11,3,1,1,3.90,272,622,894
Self-Consistency,creative,1242,2355,23,12,3,1,2,3.81,272,589,861
System Prompt,precise,784,2270,12,6,4,1,3,3.87,186,528,714
System Prompt,default,784,2092,10,5,5,2,2,2.93,186,433,619
System Prompt,creative,784,3725,10,5,3,1,1,4.81,186,771,957
Role Prompt,precise,1039,2220,20,10,3,1,1,3.93,226,492,718
Role Prompt,default,1039,2245,20,10,3,1,1,3.37,226,496,722
Role Prompt,creative,1039,2873,21,10,3,1,1,3.78,226,604,830
Contextual,precise,767,2552,15,8,5,1,2,3.77,178,560,738
Contextual,default,767,2605,16,8,4,1,1,3.55,178,560,738
Contextual,creative,767,2252,14,7,5,1,1,3.30,178,482,660
Tree of Thoughts,precise,1723,1680,16,8,3,1,2,2.72,388,394,782
Tree of Thoughts,default,1723,1227,13,6,2,1,1,2.16,388,301,689
Tree of Thoughts,creative,1723,1197,11,5,3,1,1,2.10,388,275,663
ReAct,precise,1789,934,9,3,4,1,1,1.72,426,209,635
ReAct,default,1789,992,9,3,4,2,1,1.62,426,206,632
ReAct,creative,1789,884,9,3,3,1,2,1.51,426,203,629
