Strategy,Config,Prompt Length,Response Length,FR Count,NFR Count,Specificity Score,Testability Score,Measurability Score,Latency (seconds),Prompt Tokens ,Completion Tokens ,Total Tokens 
Zero-shot,precise,589,958,8,3,4,2,3,1.71,152,221,373
Zero-shot,default,589,998,6,2,3,3,1,1.86,152,218,370
Zero-shot,creative,589,1107,9,4,3,3,1,2.25,152,262,414
Few-shot,precise,1481,2105,13,6,4,2,1,3.17,338,469,807
Few-shot,default,1481,2746,10,4,2,1,1,3.78,338,618,956
Few-shot,creative,1481,2033,11,5,4,2,1,3.01,338,453,791
Chain-of-Thought,precise,1648,1535,13,5,3,3,1,2.60,382,364,746
Chain-of-Thought,default,1648,1445,13,5,3,3,1,2.38,382,330,712
Chain-of-Thought,creative,1648,1496,15,5,3,3,2,2.27,382,342,724
Self-Consistency,precise,1263,1809,15,6,3,2,1,2.81,277,401,678
Self-Consistency,default,1263,1665,14,6,3,3,1,2.86,277,383,660
Self-Consistency,creative,1263,2090,19,6,3,2,2,3.17,277,505,782
System Prompt,precise,805,2688,9,4,4,3,3,3.98,191,624,815
System Prompt,default,805,2339,8,3,5,2,2,3.58,191,530,721
System Prompt,creative,805,3097,9,4,3,2,1,4.09,191,635,826
Role Prompt,precise,1060,2467,20,10,3,3,1,3.79,231,547,778
Role Prompt,default,1060,2502,18,8,3,2,1,3.87,231,505,736
Role Prompt,creative,1060,2413,19,9,3,2,1,3.52,231,503,734
Contextual,precise,765,2099,14,8,5,2,2,3.12,180,465,645
Contextual,default,765,1845,13,6,4,2,2,2.96,180,404,584
Contextual,creative,765,1935,11,6,5,3,2,3.06,180,410,590
Tree of Thoughts,precise,1744,1441,14,7,3,2,1,2.55,393,339,732
Tree of Thoughts,default,1744,1655,12,6,3,2,1,2.44,393,349,742
Tree of Thoughts,creative,1744,1485,12,5,3,2,1,2.46,393,326,719
ReAct,precise,1810,1231,9,3,3,2,1,1.93,431,269,700
ReAct,default,1810,1188,9,3,4,2,1,2.04,431,267,698
ReAct,creative,1810,2336,18,6,3,2,1,2.96,431,500,931
