Strategy,Config,Prompt Length,Response Length,FR Count,NFR Count,Specificity Score,Testability Score,Measurability Score,Latency (seconds),Prompt Tokens ,Completion Tokens ,Total Tokens 
Zero-shot,precise,570,1004,8,3,5,2,3,2.03,148,250,398
Zero-shot,default,570,1745,11,5,4,1,2,3.16,148,448,596
Zero-shot,creative,570,1582,11,4,5,1,3,3.13,148,396,544
Few-shot,precise,1462,2254,12,5,5,2,2,3.29,334,515,849
Few-shot,default,1462,3781,11,5,3,1,1,5.09,334,847,1181
Few-shot,creative,1462,4163,9,4,3,1,1,5.98,334,948,1282
Chain-of-Thought,precise,1629,1677,13,5,4,2,2,2.80,378,387,765
Chain-of-Thought,default,1629,1637,12,5,5,2,2,2.66,378,385,763
Chain-of-Thought,creative,1629,1634,14,6,4,2,1,2.76,378,380,758
Self-Consistency,precise,1244,2946,22,6,3,3,1,4.40,273,695,968
Self-Consistency,default,1244,2312,20,6,4,2,1,3.48,273,549,822
Self-Consistency,creative,1244,2624,19,6,4,2,2,3.97,273,608,881
System Prompt,precise,786,2176,12,5,5,1,3,3.47,187,477,664
System Prompt,default,786,2346,10,5,5,2,2,3.55,187,522,709
System Prompt,creative,786,2984,11,5,5,1,2,4.64,187,680,867
Role Prompt,precise,1041,3029,18,8,3,2,1,4.53,227,671,898
Role Prompt,default,1041,3137,16,7,3,1,1,4.75,227,676,903
Role Prompt,creative,1041,2978,17,8,4,2,1,4.58,227,656,883
Contextual,precise,750,2410,13,7,3,1,2,3.83,176,543,719
Contextual,default,750,1992,12,6,5,2,2,3.26,176,444,620
Contextual,creative,750,2028,13,7,5,1,3,3.35,176,461,637
Tree of Thoughts,precise,1725,1757,12,5,4,1,1,2.77,389,395,784
Tree of Thoughts,default,1725,1346,11,4,5,2,2,2.16,389,307,696
Tree of Thoughts,creative,1725,1716,14,5,5,2,1,2.72,389,386,775
ReAct,precise,1791,1045,9,3,5,3,1,1.94,427,240,667
ReAct,default,1791,1207,9,3,5,1,1,2.15,427,276,703
ReAct,creative,1791,910,9,3,5,1,1,1.53,427,205,632
