Strategy,Config,Prompt Length,Response Length,FR Count,NFR Count,Specificity Score,Testability Score,Measurability Score,Latency (seconds),Prompt Tokens ,Completion Tokens ,Total Tokens 
Zero-shot,precise,631,1231,12,4,3,1,1,2.14,161,285,446
Zero-shot,default,631,1647,12,4,4,2,2,2.76,161,377,538
Zero-shot,creative,631,1705,13,5,4,1,2,2.77,161,405,566
Few-shot,precise,1523,3422,17,8,3,1,1,4.89,347,764,1111
Few-shot,default,1523,5193,12,6,2,1,1,6.66,347,1143,1490
Few-shot,creative,1523,4332,20,9,3,1,1,6.33,347,1003,1350
Chain-of-Thought,precise,1690,1720,17,7,4,2,2,2.83,391,418,809
Chain-of-Thought,default,1690,1654,17,7,3,1,2,2.99,391,392,783
Chain-of-Thought,creative,1690,1393,14,5,3,2,2,2.27,391,333,724
Self-Consistency,precise,1305,2286,18,6,2,2,2,3.35,286,493,779
Self-Consistency,default,1305,2415,20,6,3,1,1,3.67,286,551,837
Self-Consistency,creative,1305,2433,18,6,3,2,1,3.84,286,574,860
System Prompt,precise,847,2051,11,5,5,1,3,3.12,200,449,649
System Prompt,default,847,2380,12,6,4,1,2,4.29,200,561,761
System Prompt,creative,847,2524,11,5,5,1,2,5.02,200,570,770
Role Prompt,precise,1102,2953,26,12,2,1,1,4.59,240,702,942
Role Prompt,default,1102,2881,24,12,2,1,1,4.27,240,646,886
Role Prompt,creative,1102,2813,22,10,3,1,1,4.32,240,644,884
Contextual,precise,808,2947,18,9,5,1,4,4.58,189,652,841
Contextual,default,808,2728,16,8,5,1,4,4.29,189,606,795
Contextual,creative,808,2251,14,7,5,2,2,3.57,189,529,718
Tree of Thoughts,precise,1786,1166,13,5,3,1,1,2.31,402,277,679
Tree of Thoughts,default,1786,1141,13,5,3,1,2,2.30,402,280,682
Tree of Thoughts,creative,1786,1593,15,6,4,1,3,2.95,402,379,781
ReAct,precise,1852,990,9,3,3,1,2,1.79,440,239,679
ReAct,default,1852,1106,9,3,3,1,1,1.99,440,244,684
ReAct,creative,1852,1190,9,3,3,1,1,1.97,440,268,708
