Strategy,Config,Prompt Length,Response Length,FR Count,NFR Count,Specificity Score,Testability Score,Measurability Score,Latency (seconds),Prompt Tokens ,Completion Tokens ,Total Tokens 
Zero-shot,precise,611,1527,12,4,5,2,2,2.46,155,341,496
Zero-shot,default,611,1612,15,5,4,2,2,2.96,155,390,545
Zero-shot,creative,611,2384,16,5,4,2,1,3.24,155,529,684
Few-shot,precise,1503,4121,17,8,4,2,2,5.64,341,902,1243
Few-shot,default,1503,2800,16,8,3,1,2,4.11,341,651,992
Few-shot,creative,1503,4082,13,6,3,2,2,5.42,341,888,1229
Chain-of-Thought,precise,1670,1949,18,8,3,2,2,2.85,385,445,830
Chain-of-Thought,default,1670,2153,19,8,3,2,2,3.07,385,477,862
Chain-of-Thought,creative,1670,2427,18,7,3,2,2,3.68,385,535,920
Self-Consistency,precise,1285,4112,34,10,3,2,1,5.93,280,964,1244
Self-Consistency,default,1285,3834,34,12,3,3,2,5.32,280,891,1171
Self-Consistency,creative,1285,2803,26,11,3,2,2,4.38,280,668,948
System Prompt,precise,827,2782,16,8,4,1,3,4.39,194,617,811
System Prompt,default,827,2142,12,5,4,1,3,3.39,194,479,673
System Prompt,creative,827,2715,15,7,4,1,2,4.27,194,615,809
Role Prompt,precise,1082,2918,24,10,3,1,1,4.49,234,655,889
Role Prompt,default,1082,3118,25,10,3,1,1,4.49,234,692,926
Role Prompt,creative,1082,4153,30,10,3,1,1,5.73,234,912,1146
Contextual,precise,785,2432,16,8,3,2,2,3.36,182,510,692
Contextual,default,785,2134,17,9,4,3,3,3.56,182,472,654
Contextual,creative,785,2746,19,9,4,2,2,3.87,182,581,763
Tree of Thoughts,precise,1766,1550,15,7,3,1,2,2.68,396,385,781
Tree of Thoughts,default,1766,4036,34,8,3,2,1,5.24,396,943,1339
Tree of Thoughts,creative,1766,1674,16,7,4,2,1,2.71,396,383,779
ReAct,precise,1832,2577,18,6,3,2,1,3.59,434,548,982
ReAct,default,1832,1129,9,3,4,3,1,1.97,434,235,669
ReAct,creative,1832,1138,9,3,3,2,1,1.97,434,233,667
