Strategy,Config,Prompt Length,Response Length,FR Count,NFR Count,Specificity Score,Testability Score,Measurability Score,Latency (seconds),Prompt Tokens ,Completion Tokens ,Total Tokens 
Zero-shot,precise,621,1680,11,4,4,2,3,3.00,155,378,533
Zero-shot,default,621,1501,11,4,3,1,2,2.76,155,341,496
Zero-shot,creative,621,1582,9,3,3,1,2,2.75,155,346,501
Few-shot,precise,1513,3507,21,9,3,1,1,5.01,341,833,1174
Few-shot,default,1513,2841,16,7,4,1,2,4.03,341,663,1004
Few-shot,creative,1513,2949,15,7,3,1,2,4.32,341,675,1016
Chain-of-Thought,precise,1680,1701,16,6,3,1,1,7.73,385,381,766
Chain-of-Thought,default,1680,1800,16,6,3,1,1,3.12,385,397,782
Chain-of-Thought,creative,1680,1924,17,7,3,1,1,3.07,385,433,818
Self-Consistency,precise,1295,2941,21,6,3,2,2,4.84,280,658,938
Self-Consistency,default,1295,2151,20,6,2,1,2,3.53,280,517,797
Self-Consistency,creative,1295,3010,20,6,3,2,2,4.42,280,673,953
System Prompt,precise,837,3103,10,5,4,2,4,4.26,194,646,840
System Prompt,default,837,2422,10,5,5,2,2,3.90,194,542,736
System Prompt,creative,837,3504,10,4,3,1,3,5.02,194,787,981
Role Prompt,precise,1092,2363,20,10,3,1,1,4.42,234,543,777
Role Prompt,default,1092,2227,20,10,3,1,1,4.47,234,509,743
Role Prompt,creative,1092,2462,20,10,3,1,1,10.63,234,541,775
Contextual,precise,790,1829,13,6,3,3,2,18.61,182,410,592
Contextual,default,790,2309,15,8,4,2,3,4.18,182,520,702
Contextual,creative,790,2527,15,8,3,2,3,3.99,182,568,750
Tree of Thoughts,precise,1776,1405,13,6,3,2,2,2.84,396,328,724
Tree of Thoughts,default,1776,1674,15,6,3,2,1,3.74,396,370,766
Tree of Thoughts,creative,1776,3617,10,5,2,1,1,5.07,396,801,1197
ReAct,precise,1842,2025,18,6,4,3,2,38.29,434,430,864
ReAct,default,1842,896,9,3,3,3,1,16.95,434,201,635
ReAct,creative,1842,1291,9,3,4,2,2,2.09,434,274,708
