Strategy,Config,Prompt Length,Response Length,FR Count,NFR Count,Specificity Score,Testability Score,Measurability Score,Latency (seconds),Prompt Tokens ,Completion Tokens ,Total Tokens 
Zero-shot,precise,617,1643,11,4,5,2,3,2.71,158,369,527
Zero-shot,default,617,1614,14,5,5,2,2,2.74,158,396,554
Zero-shot,creative,617,1472,12,4,5,2,3,2.61,158,360,518
Few-shot,precise,1509,2609,16,7,4,1,2,3.89,344,604,948
Few-shot,default,1509,2246,15,7,5,2,2,3.07,344,526,870
Few-shot,creative,1509,5154,11,4,3,1,2,6.75,344,1210,1554
Chain-of-Thought,precise,1676,1407,17,7,4,2,1,2.44,388,351,739
Chain-of-Thought,default,1676,1334,16,6,5,2,1,2.33,388,346,734
Chain-of-Thought,creative,1676,1366,14,6,5,2,1,2.35,388,328,716
Self-Consistency,precise,1291,2708,22,6,4,1,1,4.21,283,682,965
Self-Consistency,default,1291,3460,32,8,4,2,2,4.89,283,829,1112
Self-Consistency,creative,1291,3639,34,9,4,2,1,5.52,283,871,1154
System Prompt,precise,833,2216,17,6,5,1,4,3.51,197,519,716
System Prompt,default,833,1328,11,4,5,1,2,2.75,197,415,612
System Prompt,creative,833,2480,13,5,5,2,4,3.55,197,527,724
Role Prompt,precise,1088,2868,25,10,4,1,1,4.28,237,639,876
Role Prompt,default,1088,2863,20,10,5,1,3,4.30,237,663,900
Role Prompt,creative,1088,2433,24,10,5,1,1,3.87,237,551,788
Contextual,precise,792,2858,15,7,5,2,5,4.29,185,627,812
Contextual,default,792,2043,15,7,5,2,3,3.37,185,478,663
Contextual,creative,792,1799,14,7,5,2,3,2.96,185,405,590
Tree of Thoughts,precise,1772,1214,15,5,5,1,1,1.94,399,300,699
Tree of Thoughts,default,1772,1144,16,6,4,1,1,1.86,399,294,693
Tree of Thoughts,creative,1772,1338,16,6,5,2,1,2.32,399,332,731
ReAct,precise,1838,835,9,3,4,2,1,1.63,437,199,636
ReAct,default,1838,949,9,3,4,2,2,1.84,437,215,652
ReAct,creative,1838,896,9,3,3,2,1,1.64,437,199,636
